sample	chr_1p	chr_1q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_20p	chr_20q	chr_21q	chr_22q
MMRF_1655_1_BM	0	0	0	0	0	1.0075026795284028	0	0	0	0	0	0	1.0739549839228295	1.0739549839228295	0	0	1.082529474812433	1.082529474812433	0	0	1.0568060021436227	1.0568060021436227	0	0	0	0	1.0643086816720257	0	0	1.0182207931404073	1.0182207931404073	0	0	1.0064308681672025	1.0064308681672025	0	0	0	0
MMRF_1656_1_BM	0.8392282958199356	1.7792068595927115	0	0	0	0	0	0	0.9817792068595927	0.9817792068595927	0	0	0	0	0	0	0.969989281886388	0.969989281886388	0	0	0.9646302250803859	0.9646302250803859	0	0	0	0	0.9721329046087889	0.7824222936763129	0	0	0	0.9785637727759914	0.9785637727759914	0.8810289389067523	0.8810289389067523	0	0	0	0
MMRF_1659_1_BM	-0.1639871382636656	0.32154340836012857	0.3997856377277599	-0.1982851018220793	0.7438370846730974	0.7438370846730974	-0.16184351554126472	-0.16184351554126472	0.722400857449089	0.722400857449089	0.6806002143622722	-0.15541264737406216	0	0.11361200428724544	-0.12647374062165057	-0.12647374062165057	0.7213290460878885	0.7213290460878885	-0.23794212218649516	-0.23794212218649516	0.9249732047159699	0.9249732047159699	-0.22722400857449088	-0.22722400857449088	-0.24866023579849947	0.5937834941050375	2.6548767416934616	-0.23365487674169344	-0.23365487674169344	-0.24222936763129688	-0.24222936763129688	0.8831725616291531	0.8831725616291531	1.6312968917470525	1.6312968917470525	0	0	-0.1939978563772776	-0.21436227224008575
MMRF_1664_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9260450160771704	0	-1.0396570203644158	0	0	0	0	0	0	0	0	-0.14469453376205788	-0.14469453376205788	-0.9410503751339764	0	0	-1.0900321543408358
MMRF_1665_1_BM	0	0	0	0	0.819935691318328	0.819935691318328	0	0	1.8435155412647373	1.8435155412647373	0	-0.9581993569131833	0.8724544480171489	0.8724544480171489	-0.4748124330117899	0.11468381564844586	0.8595927116827439	0.8595927116827439	0	0	0.877813504823151	1.3783494105037513	0	0	0	0	1.8049303322615218	0	0	-0.9892818863879957	-0.10932475884244372	0	0	0.7888531618435155	0.7888531618435155	0	0	0.8767416934619506	-0.12968917470525188
MMRF_1667_1_BM	0	0	0	0	0	0	0	0	0.9185423365487674	0.9185423365487674	0	0	0.907824222936763	0.907824222936763	0	0	0.9378349410503751	0.9378349410503751	0	0	0	0	0	0	0	0	0.8992497320471596	0	0	0	0	0	0	0.7556270096463021	0.7556270096463021	-0.34941050375133975	-0.010718113612004287	0	0
MMRF_1668_1_BM	-0.43515541264737406	0.48017148981779206	0	0	0.8113612004287245	0	0	0	-0.8788853161843515	0	0	-1.020364415862808	0	0	-0.112540192926045	-0.112540192926045	0	0	0	-0.35262593783494106	0	0	-0.3547695605573419	-0.3547695605573419	-1.0739549839228295	-1.082529474812433	0	0	0	-1.0267952840300105	0	0.13612004287245444	0.13612004287245444	0	0	0	0	0	-0.42229367631296894
MMRF_1670_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.637727759914255	0	0	0	0	0	0	0	0	0	0
MMRF_1671_1_BM	0	0.9914255091103965	0	0	0	0	0.17792068595927116	0.17792068595927116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1672_1_BM	0	0	1.0482315112540193	1.0482315112540193	1.052518756698821	1.052518756698821	0	0	1.052518756698821	1.052518756698821	0	0	1.045016077170418	1.045016077170418	0	0	1.042872454448017	1.042872454448017	0	0	1.0407288317256163	1.0407288317256163	0	0	0	-1.0632368703108253	1.0471596998928188	0	0	0	0	0	0	1	1	-0.14255091103965703	1.0246516613076098	2.115755627009646	0
MMRF_1674_1_BM	0	0.8703108252947481	0	0	0	0	0	0	0	0	0	-0.9989281886387996	0	0	-0.9892818863879957	0.9603429796355841	0	0	0	0	0	0	0	0	-1.0332261521972133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1676_1_BM	0	0	0	0	1.052518756698821	1.052518756698821	0	0	1.067524115755627	1.067524115755627	0.652733118971061	0	1.0568060021436227	1.0568060021436227	0.02465166130760986	1.060021436227224	2.10075026795284	2.10075026795284	0	0	1.0418006430868167	1.0418006430868167	0	0	0	0	2.0868167202572345	0	-0.2315112540192926	0	0	0	0	0.9560557341907824	0.9560557341907824	0	0	1.2540192926045015	0
MMRF_1677_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0493033226152197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1678_1_BM	0	0.7566988210075026	0	0	0.9142550911039656	0.9142550911039656	0	0	0.8906752411575561	0.8906752411575561	0.7534833869239013	0	0	0	0	0	0.8306538049303323	0.8306538049303323	0	0	0	0	0	0	0	-0.8917470525187566	0	0	0	-0.12647374062165057	-0.12647374062165057	0	0	0.5894962486602359	0.5894962486602359	0	0	0	-0.15326902465166128
MMRF_1680_1_BM	0	0.9978563772775991	0	0	0	0	0	0	0	0	0	-1.0332261521972133	-0.5637727759914255	0	-1	0	-0.34619506966773844	0	0	0	0.3612004287245445	0	0	0	-1.042872454448017	-1.0471596998928188	0	0	0	0	0	0	0	0	0	-1.035369774919614	0	0	0
MMRF_1682_1_BM	0	0	0	0	0.630225080385852	0.630225080385852	0	0	1.3483386923901393	0.7020364415862808	0.7084673097534834	0.7084673097534834	1.3644158628081455	1.3644158628081455	0	0	0.69989281886388	0.69989281886388	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7031082529474812	0.7031082529474812	0.6559485530546624	0.6559485530546624	0	0	0	0
MMRF_1683_1_BM	0	1.8756698821007503	0	0	0	0	0	0	0	0	0	0	0	0	-0.30868167202572344	0	0	0	0	0	0	0	0	0	-1.0632368703108253	0	0	0	0	0	0	0	0	-0.12540192926045016	-0.12540192926045016	0	0	0	-1.0943193997856375
MMRF_1686_1_BM	0	0	0	0	0.7620578778135048	0.7620578778135048	0	0	0.7599142550911039	0.7599142550911039	0	0	0.7470525187566988	0.7470525187566988	0.7663451232583065	0.7663451232583065	1.5348338692390138	1.5348338692390138	0.7706323687031081	0.7706323687031081	1.5262593783494103	1.5262593783494103	0	0	0	0	1.560557341907824	0	0	0	0	0	0	0.7266881028938906	0.7266881028938906	0	0	1.52518756698821	0
MMRF_1687_1_BM	0	0	0	0	0	0	-0.1082529474812433	-0.1082529474812433	0	0	0	0	0	0	-0.3933547695605573	-0.3933547695605573	0.4748124330117899	0.4748124330117899	0	0	0	0	0	0	-0.9485530546623794	-0.9464094319399785	0	-0.11682743837084672	-0.11682743837084672	0	0	0	0	-0.11789924973204716	-0.11789924973204716	-0.9314040728831725	-0.9314040728831725	0	-0.17470525187566988
MMRF_1689_1_BM	0	0	0.8992497320471596	0.8992497320471596	0.9046087888531618	0.9046087888531618	0	0	0.8445873526259379	0.8445873526259379	0	0	0.8670953912111469	0.8670953912111469	0.7395498392282958	0.84994640943194	0.9024651661307609	0.9024651661307609	0	0	0	1.0771704180064308	0	0	-1.042872454448017	-1.042872454448017	1.8960342979635583	0	0	0	0	0	0	1.8638799571275455	1.8638799571275455	0	0	0	0
MMRF_1690_1_BM	0	0	0.9978563772775991	0.9978563772775991	0.9110396570203644	0.9110396570203644	0.32154340836012857	0.32154340836012857	1.8767416934619505	1.8767416934619505	0	0	1.8295819935691318	1.8295819935691318	0	0	0.9464094319399785	0.9464094319399785	0	0	0.9764201500535905	0.9764201500535905	-0.9335476956055734	-0.9335476956055734	0	0	1.9935691318327975	0	0	0.23258306538049303	0.7181136120042872	0	0	1.6323687031082528	1.6323687031082528	0	0.8917470525187566	0	0
MMRF_1694_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.027867095391211	-1.027867095391211	-1.0267952840300105	-1.0246516613076098	0	0	-0.12647374062165057	0	0	0	0	0	0	0	0	0	-1.037513397642015
MMRF_1695_1_BM	0	0	0	0	0	0	0	0	0.5369774919614148	0.5369774919614148	0.5316184351554126	0.5316184351554126	0.5423365487674169	0.5423365487674169	0	0	0	0	0	0	0.5519828510182208	0.5519828510182208	0	0	0	0	0.5744908896034298	0	0	0.5787781350482315	0.5787781350482315	0.5348338692390139	0.5348338692390139	1.1586280814576633	0	0	0	0	0
MMRF_1698_1_BM	0	0	0	0	0.9163987138263665	0.9163987138263665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9239013933547695	0.9239013933547695	0	0	0	0	1.0010718113612005	0	0	0	0	0	0	1.0385852090032153	1.0385852090032153	0	0	0.9378349410503751	0
MMRF_1700_1_BM	0	0	0	0	0	0	0	0	1.0289389067524115	1.0289389067524115	0	0	0	0	0	0	0	0.9056806002143621	0	0	1.0696677384780278	1.0696677384780278	0	-0.984994640943194	-0.877813504823151	0	1.9839228295819935	0	0	0	0	0	0	0.8885316184351553	0.8885316184351553	0	0	0	0
MMRF_1705_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8403001071811361	0	0	0	0	0	0	0	0.6859592711682744	0.6859592711682744	0	0	0.7288317256162915	0
MMRF_1706_1_BM	0	0	0	0	0.7245444801714899	0.7245444801714899	0	0	0.6891747052518756	0.6891747052518756	0.6409431939978563	0.6409431939978563	0	0	0	0	0.7256162915326902	0.7256162915326902	0	0	0	0	0	0	0	0	0.6827438370846731	0	0	0	0	0	0	0.540192926045016	0.540192926045016	0	0	-0.195069667738478	-0.1489817792068596
MMRF_1710_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5519828510182208	0	0	0	0	0	0	-0.6763129689174705	-0.652733118971061	0	0	0	-0.6495176848874598	0	0	0	0	0	0	0	0	0
MMRF_1713_1_BM	0	0	0	0	0.9796355841371919	0.9796355841371919	0	0	1.967845659163987	0.9839228295819935	0	-1.0096463022508038	0.9667738478027866	0.9667738478027866	0	0	0.9614147909967845	0.9614147909967845	0	0	1.973204715969989	0.9721329046087889	0	0	-1.0418006430868167	0	1.9839228295819935	0	0	0	0	0	0	0.9303322615219721	0.9303322615219721	0	0	0.9860664523043944	0
MMRF_1714_1_BM	0	0	0	0	0.9764201500535905	0.9764201500535905	0	0	0.977491961414791	0.977491961414791	0	0	0.9399785637727759	0.9399785637727759	0	0	0.977491961414791	0.977491961414791	0	0	0	0	0	0	-1.0739549839228295	0	0.9485530546623794	-0.1232583065380493	-0.1232583065380493	-0.127545551982851	-0.127545551982851	0	0	0.7341907824222937	0.7341907824222937	0	0	0	-0.15219721329046085
MMRF_1715_1_BM	0	1.065380493033226	0	0	0	0	0	0	0	0	0	0	0	0	-0.7363344051446945	0	0	0	0	0	0	0	0	0	-0.9281886387995713	0	0	0	-0.9828510182207931	0	0	0	0	0.8595927116827439	0	0	0	0	-0.8510182207931404
MMRF_1716_1_BM	0	0.6398713826366559	0	0	0.7470525187566988	0.7470525187566988	0	0	1.478027867095391	1.478027867095391	0.7631296891747051	0.7631296891747051	0.7352625937834941	0.7352625937834941	0	0	2.2872454448017145	2.2872454448017145	0	0	0.7556270096463021	0.7556270096463021	0	0	-0.7052518756698821	0	0.7288317256162915	-0.12540192926045016	-0.12540192926045016	0.652733118971061	0.652733118971061	-0.8210075026795284	-0.8210075026795284	0.6355841371918541	0.6355841371918541	0	0	0	-0.15005359056806003
MMRF_1718_1_BM	0	0	0	0	0	0	0	0	0.9217577706323686	0.9217577706323686	0	0	0	0	0	0	0.9346195069667738	0.9346195069667738	0	0	0.8917470525187566	0.8917470525187566	0	0	-0.9453376205787781	0	0.8842443729903536	0	0	0	0	0	0	0.8327974276527331	0.8327974276527331	0	0	0	0
MMRF_1719_1_BM	-0.12647374062165057	-0.12647374062165057	-0.112540192926045	-0.112540192926045	0	0	0	0	0.8971061093247588	0.8971061093247588	-0.11146838156484458	-0.11146838156484458	-0.11789924973204716	-0.11789924973204716	0	0	0.864951768488746	0.864951768488746	-0.1414790996784566	-0.1414790996784566	1.830653804930332	1.830653804930332	-0.13290460878885316	-0.13290460878885316	0	-0.12861736334405144	1.8488745980707395	-0.165058949624866	-0.165058949624866	-0.19078242229367628	-0.19078242229367628	-0.13183279742765272	-0.13183279742765272	0.6988210075026795	0.6988210075026795	-0.16184351554126472	-0.16184351554126472	-0.11682743837084672	-0.20257234726688103
MMRF_1720_1_BM	0	0	0	0	0	0	0	0	0.9978563772775991	0.9978563772775991	0	0	0	0	0	0	1.0364415862808145	1.0364415862808145	0	0	0	0	0	0	0	0	0.9807073954983923	0	0	0	0	0	0	0.4115755627009646	0.4115755627009646	0	0	0.9753483386923901	0
MMRF_1721_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.030010718113612	0	-1.022508038585209	-0.3440514469453376	0	0	0	-0.5037513397642014	0	0	0	0	0	0	0	0	0
MMRF_1722_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0407288317256163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1723_1_BM	0	0.992497320471597	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.9785637727759914	0.9785637727759914	0.9978563772775991	0.9978563772775991	1	1	0	0	-1.0557341907824223	0	0.992497320471597	0	-1.005359056806002	0	0	0	0	1.7995712754555198	1.7995712754555198	0	0	0	0
MMRF_1725_1_BM	0	0.7920685959271168	0	0	0	0	0	0	0	0	0.2904608788853162	0.2904608788853162	0	0	0	0	0.307609860664523	0.307609860664523	0	0	0	0	0	0	-1.0267952840300105	0	0.1639871382636656	0	-0.757770632368703	-0.13290460878885316	-0.13290460878885316	0	0	0	0	-0.9967845659163987	0	0	0
MMRF_1726_1_BM	0	0.9914255091103965	0	0	0	0	1.0096463022508038	1.0096463022508038	1.005359056806002	1.005359056806002	0	0	0.9807073954983923	0.9807073954983923	-0.07609860664523042	0.9989281886387996	2.037513397642015	2.037513397642015	0	0	0	0	0	0	-1.067524115755627	0	0	-0.18113612004287247	-1.0771704180064308	0	0	0	0	0.8960342979635584	0.8960342979635584	0	0	0	0
MMRF_1727_1_BM	1.0117899249732045	1.0117899249732045	0	0	0	0	-0.40943193997856375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31296891747052513	0	0	0	0	-0.15326902465166128	-0.15326902465166128	0	0	0	0	0	0	0	0
MMRF_1730_1_BM	0	0	0	0	0	0	0	0	0.9367631296891746	0.9367631296891746	0.6773847802786709	-1.027867095391211	0	0	0	0	0.9367631296891746	0.9367631296891746	0	0	0.8971061093247588	0.8971061093247588	0	0	0	0	0.947481243301179	0	0	0	0	0	0	0.8360128617363344	0.8360128617363344	0.8070739549839228	0	0.9464094319399785	-0.12433011789924973
MMRF_1733_1_BM	0	0	0	0	0.8102893890675241	0.8102893890675241	-0.12218649517684887	-0.12218649517684887	0.8092175777063236	0.8092175777063236	-0.11039657020364414	-0.11039657020364414	0.8210075026795284	0.8210075026795284	0	0	0.8585209003215434	0.8585209003215434	0	0	1.7663451232583063	1.7663451232583063	0	0	-0.12861736334405144	0	0.8520900321543409	0	0	0.885316184351554	0.885316184351554	0	0	1.045016077170418	1.045016077170418	0	0	0	0
MMRF_1735_1_BM	0	0	0	0	0.9292604501607716	0.9292604501607716	0	0	0.9271168274383708	0.9271168274383708	0	0	0.9131832797427653	0.9131832797427653	0	0	1.8896034297963555	1.8896034297963555	0	0	1.8756698821007503	1.8756698821007503	0	0	0	0	1.8767416934619505	-0.12647374062165057	-0.12647374062165057	-0.12004287245444802	-0.12004287245444802	0	0	0.827438370846731	0.827438370846731	-0.11361200428724544	-0.11361200428724544	0.9131832797427653	-0.1339764201500536
MMRF_1736_1_BM	0	0	0	0	0	0	0	0	1.0439442658092175	1.0439442658092175	0	0	0	0	-1.0643086816720257	-1.0643086816720257	0	0	0	0	1.057877813504823	0	0	0	-1.0632368703108253	0	0	0	0	0	0	0	0	1.207931404072883	0	0	0	0	-1.0546623794212218
MMRF_1738_1_BM	0	0.9957127545551983	0	0	1.030010718113612	1.030010718113612	0	0	1.9485530546623793	0	1.0482315112540193	1.0482315112540193	1.0182207931404073	1.0182207931404073	-0.5294748124330118	0	1.0042872454448017	1.0042872454448017	0	0	1.1093247588424435	1.1093247588424435	-1	-1	-1.0075026795284028	0	1.1050375133976418	0	-0.9871382636655949	-1.0171489817792068	0	1.015005359056806	1.015005359056806	0.8027867095391211	0.8027867095391211	0	0	0	-0.1157556270096463
MMRF_1739_1_BM	0	0	0	0	1.022508038585209	1.022508038585209	0	0	1.012861736334405	1.012861736334405	0	0	1	1	-1.0257234726688103	0	1.0042872454448017	1.0042872454448017	0	0	1.0139335476956055	1.0139335476956055	0	0	0	0	2.0460878885316185	0	0	0	0	0	0	1.9121114683815648	0.9689174705251875	0	0	2.0289389067524115	0.9892818863879957
MMRF_1740_1_BM	0.9356913183279743	0.9356913183279743	0	0	0	0	0	0	0	0	0.8681672025723473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1744_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8660235798499464	0.2518756698821007	0	0	0	0	0	0	-0.08038585209003214	0.1714898177920686	-1.0546623794212218	0	0	0	0	-1.0546623794212218	-1.0546623794212218	-1.0589496248660235	0	0	0	0	0	0	0
MMRF_1746_1_BM	0	0	0	0	0	0	0	0	0.3397642015005359	0.3397642015005359	0	0	0.4683815648445873	0.4683815648445873	0	0	0	0	0.390139335476956	0.390139335476956	0.19721329046087888	0.19721329046087888	0	0	0	0	0	-0.12540192926045016	-0.12540192926045016	0	0	0.16077170418006428	0.16077170418006428	0.31939978563772775	0.31939978563772775	0	0	0	0
MMRF_1750_1_BM	0	0	0	0	1.1103965702036442	1.1103965702036442	0	0	0	0	1.0042872454448017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0192926045016075
MMRF_1753_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1755_1_BM	0	0	0	0	0	0.8713826366559484	0.9046087888531618	0.9046087888531618	0	0	0	-0.8231511254019293	0.9324758842443729	0.9324758842443729	-0.8027867095391211	0	0.6195069667738478	0.6195069667738478	0	0	0.977491961414791	1.3954983922829582	0	0	-0.2883172561629153	0	0	0	-0.8081457663451233	-0.6773847802786709	0.11897106109324758	0.9421221864951768	0.9421221864951768	0	0	-0.645230439442658	0.14790996784565916	0	0
MMRF_1758_1_BM	0.4458735262593783	0.6720257234726688	0.6795284030010718	0.6795284030010718	0.6838156484458735	0.6838156484458735	-0.2390139335476956	-0.2390139335476956	1.6195069667738475	1.6195069667738475	0.3633440514469453	-0.18542336548767416	0.6806002143622722	0.6806002143622722	-1.1811361200428725	0.48981779206859594	1.587352625937835	1.587352625937835	0.607717041800643	0.607717041800643	0.6688102893890675	0.6688102893890675	-0.2572347266881029	-0.2572347266881029	-0.2497320471596999	-0.25401929260450157	1.587352625937835	-0.29260450160771706	-0.29260450160771706	-0.30332261521972126	-0.30332261521972126	-0.2508038585209003	-0.2508038585209003	1.3847802786709538	0.5219721329046088	0.6237942122186494	0.6237942122186494	-0.24758842443729903	-0.31296891747052513
MMRF_1759_1_BM	0	0	0	0	1.0117899249732045	1.0117899249732045	0	0	0.8092175777063236	0.8092175777063236	0	-1.0257234726688103	0	0	0	0	1.0889603429796355	1.0889603429796355	0	0	1.052518756698821	1.052518756698821	0	0	0	0	1.0996784565916398	0	0	0	0	0.27438370846730975	0.5455519828510182	1.1264737406216505	1.1264737406216505	0	0	0	0
MMRF_1760_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.012861736334405	-0.41264737406216506	0	0	0	0	0	0	0	0	0	0	0	0	-0.25294748124330113
MMRF_1761_1_BM	0	0	0	0	0.9335476956055734	0.9335476956055734	0	0	0.9324758842443729	0.9324758842443729	0	0	1.8167202572347267	1.8167202572347267	0	0	1.2711682743837083	1.2711682743837083	0	0	0.915326902465166	0.915326902465166	0	0	-0.8595927116827439	0	0.9239013933547695	0	0	0	0	0	0	0.8510182207931404	0.8510182207931404	1.2508038585209003	0.3783494105037513	0.9292604501607716	-0.8788853161843515
MMRF_1763_1_BM	-0.8992497320471596	1.0514469453376205	0	0	1.1254019292604502	1.1254019292604502	0	0	1.1243301178992495	1.1243301178992495	0	0	0.9635584137191854	0	-0.9067524115755626	0	1.1103965702036442	1.1103965702036442	0	0	0	0	0	0	0	0	1.112540192926045	0	0	0	0	0	0	1.027867095391211	1.027867095391211	0	0	0	0
MMRF_1766_1_BM	0	0	0	0	1.0064308681672025	1.0064308681672025	0.9399785637727759	0.9399785637727759	1.0246516613076098	1.0246516613076098	0	0	0	0	0	0	0.23043944265809216	1.210075026795284	0	0	0	0	0	0	0	0	0.9903536977491961	0	0.5862808145766345	0	0	0	0	0.8831725616291531	0.8831725616291531	0	0	1.0021436227224008	0
MMRF_1768_1_BM	0	1.0932475884244373	1.1082529474812433	1.1082529474812433	1.045016077170418	1.045016077170418	0	0	1.127545551982851	1.127545551982851	2.012861736334405	0	1.0846730975348338	1.0846730975348338	0	0	1.0868167202572347	1.0868167202572347	0	0	1.165058949624866	1.165058949624866	1.0589496248660235	1.0589496248660235	0	0	1.1050375133976418	0	-1.022508038585209	1.05037513397642	1.05037513397642	0	0	1.0160771704180063	1.0160771704180063	0	0	0	0
MMRF_1771_1_BM	0	2.085744908896034	1.0267952840300105	1.0267952840300105	1.3869239013933548	1.5948553054662378	0	0	1.0235798499464093	1.0235798499464093	0	0	1.0514469453376205	1.0514469453376205	-0.587352625937835	1.277599142550911	1.0075026795284028	1.0075026795284028	0	0	0	0	0	0	0	0	1.0117899249732045	0	0	0.15005359056806003	0.15005359056806003	0	0	1.0257234726688103	1.0257234726688103	0.5155412647374061	1.0246516613076098	0.9742765273311896	0
MMRF_1772_1_BM	-0.2936763129689175	0.4833869239013933	0	0	0.12540192926045016	0.12540192926045016	0	0	0.12647374062165057	0.12647374062165057	0.1232583065380493	-0.622722400857449	-0.7288317256162915	0	0.11789924973204716	0.11789924973204716	0.9035369774919614	0.9035369774919614	0	0	0	0.7792068595927116	-0.4866023579849946	-0.4866023579849946	-0.7341907824222937	-0.11897106109324758	0	-0.37942122186495175	-0.37942122186495175	0	0	0	0	0.11468381564844586	0.11468381564844586	-0.8692390139335477	-0.8692390139335477	0	0
MMRF_1773_1_BM	0	0	0	0	-1.0235798499464093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1774_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9732047159699893	-0.11468381564844586	-0.11468381564844586	-1.0846730975348338	-0.43944265809217575	0	-0.11789924973204716	-0.11789924973204716	-1.0471596998928188	0	0	0	0.517684887459807	0	0	0	0	-0.16291532690246516
MMRF_1775_1_BM	0	0	0	0	0	0	0	0	0.9314040728831725	0.9314040728831725	0	0	0	0	0	0	0.9174705251875669	0.9174705251875669	0	0	0.9196141479099678	0.9196141479099678	0	0	0	0	1.8692390139335475	0	0	0	0	0	0	0.8403001071811361	0.8403001071811361	0	0	0	0
MMRF_1777_1_BM	0	0	0	0	0	0	0	0	0.8188638799571275	0.8188638799571275	0.8188638799571275	0.8188638799571275	0.7888531618435155	0.7888531618435155	0	0	0.7770632368703108	0.7770632368703108	0	0	0	0	0	0	0	0	0.7867095391211146	0	0	0	0	0.8113612004287245	0.8113612004287245	0.6366559485530546	0.6366559485530546	0	0	1.5487674169346195	0
MMRF_1778_1_BM	0.9796355841371919	0.9796355841371919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0246516613076098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1780_1_BM	0	1.8917470525187565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9785637727759914	0	0	0	0	0	0	0	-0.1382636655948553	-0.1382636655948553	0	0	0	-0.11468381564844586
MMRF_1781_1_BM	0	0.9239013933547695	0.9281886387995713	0.9281886387995713	0	0	0	0	0	0	0	0	0	0	-0.9732047159699893	0	0	0	0	0	0	0	0	0	0	-1.0042872454448017	0	-0.12218649517684887	-1.020364415862808	-0.1232583065380493	-0.1232583065380493	0	0	0.7288317256162915	0.7288317256162915	-0.892818863879957	0	0	-0.157556270096463
MMRF_1782_1_BM	0	0	0	0	0	0	-0.13933547695605572	0	0	0	0	0	0	0	0	0	1.0342979635584135	1.0342979635584135	0	0	0	0	0	0	-1.0117899249732045	-1.0192926045016075	0	0	0	0	0	0	0	0	0	0	0	-1.0235798499464093	0
MMRF_1783_1_BM	0	0.9035369774919614	0	0	0	0	0	0	0	0	0	0	0	0	-0.4040728831725616	0	0	0	-0.1339764201500536	-0.1339764201500536	0	-0.12218649517684887	-0.38692390139335475	0	-1.0621650589496248	0	0	0	0	0	0	0	0	0	0	-0.14362272240085744	0	0	0
MMRF_1784_1_BM	-0.12861736334405144	0.9421221864951768	0.2829581993569132	0.2829581993569132	0.7566988210075026	0.7566988210075026	0	0	0.4008574490889603	0.4008574490889603	1.7834941050375133	1.1789924973204717	0.7470525187566988	0.7470525187566988	0.34190782422293675	0.34190782422293675	0.8563772775991425	0.8563772775991425	-0.1082529474812433	-0.1082529474812433	1.4662379421221865	1.4662379421221865	0	0	0	0	1.285101822079314	-0.14040728831725616	-0.14040728831725616	-0.18113612004287247	-0.18113612004287247	1.4394426580921758	1.4394426580921758	0.5884244372990354	0.5884244372990354	-0.11361200428724544	-0.11361200428724544	2.0771704180064305	-0.20685959271168275
MMRF_1785_1_BM	0	2.1243301178992495	1.0696677384780278	0	0	0	0	0	0.1082529474812433	0.1082529474812433	1.0460878885316183	0	0	0	-1.0214362272240085	0	0	0	0	0	0	0	0	0	-1.0021436227224008	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1786_1_BM	0	0	0	0	0	0	0	0	1.0921757770632368	1.0921757770632368	0	0	0	0	0	0	1.1136120042872453	1.1136120042872453	0	0	1.0760986066452305	1.0760986066452305	0	0	-0.9732047159699893	0	2.1672025723472665	0	0	0	0	0	0	0.9046087888531618	0.9046087888531618	0	0	0.8220793140407288	0
MMRF_1787_1_BM	0	0.9882100750267953	0	0	0	0	0	0	0	0	0.9946409431939979	-1.0139335476956055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11468381564844586	-0.11468381564844586	0	0	0	-0.112540192926045
MMRF_1790_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1157556270096463	-0.1157556270096463	-0.1157556270096463	0.36441586280814575	0	0
