sample	chr_1p	chr_1q	chr_2p	chr_2q	chr_3p	chr_3q	chr_4p	chr_4q	chr_5p	chr_5q	chr_6p	chr_6q	chr_7p	chr_7q	chr_8p	chr_8q	chr_9p	chr_9q	chr_10p	chr_10q	chr_11p	chr_11q	chr_12p	chr_12q	chr_13q	chr_14q	chr_15q	chr_16p	chr_16q	chr_17p	chr_17q	chr_18p	chr_18q	chr_19p	chr_19q	chr_20p	chr_20q	chr_21q	chr_22q
MMRF_1128_1_BM	-1.1232583065380493	-0.7620578778135048	-0.17684887459807075	-0.5348338692390139	-0.18649517684887457	-0.18649517684887457	-1.1907824222936763	-1.1907824222936763	-0.12111468381564844	-0.12111468381564844	-1.1211146838156485	-1.1211146838156485	-0.2057877813504823	-0.2057877813504823	-1.1768488745980707	-1.1768488745980707	-0.24115755627009647	-0.24115755627009647	-1.1050375133976418	-1.1050375133976418	-0.24866023579849947	-0.24866023579849947	0	0	-1.1414790996784565	-1.1618435155412647	-0.14040728831725616	-0.33440514469453375	-1.6259378349410503	-0.2132904608788853	-0.2132904608788853	-0.1414790996784566	-0.1414790996784566	-0.44908896034297957	-0.33118971061093244	-0.2583065380493033	-0.2583065380493033	-0.1414790996784566	-1.22508038585209
MMRF_1129_1_BM	0.7920685959271168	0.7920685959271168	0	0	0	0	0	0	0	0	0.19078242229367628	-1.0471596998928188	0	0	0	0	0.9163987138263665	0.9163987138263665	0	0	0	0	0	0	-1.0439442658092175	-1.027867095391211	0	0	-0.1489817792068596	0	0	0	0	0	0	0	0	0	0
MMRF_1148_1_BM	0	1.0760986066452305	0	0	1.2583065380493033	1.2583065380493033	0.13933547695605572	0.13933547695605572	1.2272240085744908	1.2272240085744908	0	0	1.1639871382636655	1.1639871382636655	-0.9088960342979635	0	1.112540192926045	1.112540192926045	0	0	0	0	0	0	0	0	1.095391211146838	0	0	0.8360128617363344	0.8360128617363344	1.2122186495176848	1.2122186495176848	1.688102893890675	-0.112540192926045	0	0	1.1607717041800643	-0.15969989281886388
MMRF_1151_1_BM	0	0	0	0.112540192926045	0.16291532690246516	0.16291532690246516	0	0	1.285101822079314	1.285101822079314	0	-0.992497320471597	0.11039657020364414	0.11039657020364414	0.2722400857449089	0.2722400857449089	2.430868167202572	2.2711682743837085	0	0	1.2347266881028938	1.2390139335476955	0	0	0.1457663451232583	0	1.1114683815648445	0	0	0	0	-0.9742765273311896	-0.9742765273311896	0.7620578778135048	0.7620578778135048	0	0	0	-0.1639871382636656
MMRF_1153_1_BM	0.9346195069667738	0.9346195069667738	0	0	0.8188638799571275	0.8188638799571275	0	0	0.8885316184351553	1.7717041800643085	0.9560557341907824	0	0.8981779206859591	0.8981779206859591	-0.12861736334405144	-0.12861736334405144	0.9667738478027866	0.9667738478027866	0	0	0	0	0	0	-1.0911039657020365	0	0.962486602357985	0	0	0	0	0	0	1.0342979635584135	0	-1.080385852090032	0	0	0
MMRF_1157_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16613076098606644	-0.16613076098606644	0	0	0	-0.1082529474812433
MMRF_1164_1_BM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6420150053590568	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMRF_1167_1_BM	0	0.9410503751339764	1.8896034297963555	0	0.9410503751339764	0.9410503751339764	0	0	1.9506966773847803	0.9410503751339764	0.9603429796355841	0.9603429796355841	0.9539121114683815	0.9539121114683815	-0.11039657020364414	0.9721329046087889	0.9442658092175776	0.9442658092175776	0	0	0.9496248660235798	0.9496248660235798	0	0	-1.0750267952840298	0	0.9506966773847803	0	-1.0042872454448017	0	0.9314040728831725	0	0	1.9121114683815648	1.9121114683815648	0	0.9185423365487674	0	0
MMRF_1169_1_BM	-0.48231511254019294	0	0	0	0.5423365487674169	0.5423365487674169	-0.1489817792068596	-0.1489817792068596	0.4030010718113612	0	-0.11361200428724544	-0.11361200428724544	0.5594855305466238	0.5594855305466238	-0.7834941050375134	-0.7834941050375134	-0.165058949624866	-0.165058949624866	0	0	0	0	-0.15541264737406216	-0.15541264737406216	-0.8167202572347266	-0.15862808145766344	1.102893890675241	-0.11361200428724544	-0.7234726688102894	-0.6913183279742765	-0.1082529474812433	0	0	0.4030010718113612	0.4030010718113612	0	0	-0.12004287245444802	-0.8135048231511254
MMRF_1171_1_BM	0	0	0	0	0.12111468381564844	0.12111468381564844	0	0	1.0760986066452305	1.0760986066452305	0	0	0	0	0	0	1.0718113612004287	1.0718113612004287	0	0	1.045016077170418	1.045016077170418	0	0	-1.05037513397642	0	2.07502679528403	0	0	0	0	0	0	0.9174705251875669	0.9174705251875669	0	0	0	-1.0996784565916398
MMRF_1178_1_BM	0.90032154340836	0.90032154340836	0	0	0.9603429796355841	0.9603429796355841	0	0	0	0	0.9206859592711683	0.9206859592711683	0.15969989281886388	0.15969989281886388	0	0	0.954983922829582	0.8220793140407288	0	0	0	0	0	0	-0.9464094319399785	0	0.9281886387995713	-0.12968917470525188	-0.12968917470525188	0	0	-0.8799571275455519	0	-0.1457663451232583	-0.1457663451232583	0	0	0	-0.22936763129689172
MMRF_1179_1_BM	0	0	0	0	0	0	0.15969989281886388	0.15969989281886388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0171489817792068	-1.0171489817792068	-1.0235798499464093	-0.37513397642015	0	-0.20042872454448016	0	-0.13612004287245444	0	0	0	0.34512325830653806	-0.21972132904608788	0	0	0	-1.1146838156484458
MMRF_1180_1_BM	0	2.112540192926045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.057877813504823	0	0	0	0	0	0	0	0	0	0	0	0	0	0
