dim1	dim2	group
1.5014918569588005	-0.8632039027611392	#377EB8
1.6086082277598435	0.9999856179978102	#377EB8
0.3844293314483811	0.7040386846648945	#377EB8
2.1309766675247297	1.726584017274495	#4DAF4A
0.5435175497331439	-0.43637494403385213	#377EB8
1.6587618546209486	1.2836124711549834	#4DAF4A
-0.982386489110821	-1.4252152300874896	#E41A1C
0.053020149233445474	0.36155295387479	#377EB8
0.3678905766907401	1.4246640076493957	#4DAF4A
-0.3801183311511931	-0.6017282005608959	#E41A1C
-0.7621394086850429	1.4387661483932506	#4DAF4A
0.4150667259254928	1.5844860678453194	#4DAF4A
0.6124446910666272	1.185081203025281	#4DAF4A
0.22113016389304355	0.026001372202152987	#377EB8
0.6912652059529552	-1.7615766323165971	#377EB8
2.5339292463926224	0.21902063806197578	#4DAF4A
1.6754167265134392	1.3176037290327813	#4DAF4A
-0.17784532385226542	-1.0067641899089232	#E41A1C
0.47907061519014393	-0.43775379304455925	#E41A1C
1.6037605175683103	-0.22255669943815345	#377EB8
-1.918840748387933	-0.918769351720742	#377EB8
0.14311635055830743	-1.1845332309912135	#E41A1C
-3.147763589504695	1.1182963304495703	#377EB8
1.5763554424574033	0.7303576423136249	#377EB8
0.2285435187206356	-1.8779734330793578	#E41A1C
-0.9366900836514521	-1.9007280271220603	#E41A1C
-2.856158535969692	2.060228909538589	#4DAF4A
-1.2524244241527376	0.9815260014670588	#4DAF4A
0.482968301729428	-1.5566036141281345	#E41A1C
1.5391439988519156	1.5621346414867308	#4DAF4A
0.00520011424988434	-1.406334920628138	#E41A1C
-0.7032170845356388	0.7201536233701269	#4DAF4A
0.5492253136141519	0.3221825071675369	#E41A1C
0.3328672064884389	-2.3827771198027325	#E41A1C
-0.6200342650496458	-0.9921967324588516	#377EB8
0.8968780175388683	-0.23237860616590394	#377EB8
1.6432367508663017	-1.0322831157608792	#377EB8
0.12758866562896604	-0.21859526714158156	#E41A1C
-1.9402003218424588	1.662708879241984	#4DAF4A
0.1231145236845407	0.44710321739494874	#4DAF4A
0.6753520972496668	1.0683680545083687	#4DAF4A
0.887042074137761	-2.2925790590562287	#E41A1C
-0.1405343283839962	-0.11936093166558978	#377EB8
0.19126895045720183	-1.4189264956799128	#377EB8
0.13501219908132636	-0.2820055037225964	#E41A1C
0.4147783729640541	-1.097464790379541	#E41A1C
-0.6095787233193918	0.604954549615406	#4DAF4A
1.237758146557169	-1.5238103471660958	#E41A1C
0.5996892131814588	-0.8062461787622798	#E41A1C
0.44487873779782106	1.3693100956287845	#377EB8
0.8237373656255612	-0.11131421089768903	#4DAF4A
0.7339695260347512	1.0570136358245306	#4DAF4A
0.9465901739762226	-0.2684442664296921	#E41A1C
-0.3102599714866501	0.7115606707851716	#377EB8
0.31157604471423744	-1.5758637391622003	#E41A1C
0.08454330774977166	0.5971834426228536	#4DAF4A
1.014507827586554	0.21076662316650208	#4DAF4A
1.381749927787242	-0.6318563243025356	#E41A1C
