MCL1	CKS1B	ANP32E	FAM46C	CDKN2C	FAF1	RB1	TRAF3	CYLD	TP53	MYC
0.44691396232058134	0.44691396232058134	0.44691396232058134	-0.17504862902421228	-0.5383137327568521	-0.5383137327568521	-0.36599771970815725	-0.0766046339722384	-0.08032642346906936	0.5898803816656305	-0.052828592652429035
1.0882066101449475	1.0882066101449475	1.0882066101449475	-0.5471908206969561	0.5182673869937348	0.5182673869937348	-1.005425145054186	-0.6545120157655183	-0.03711819909234423	-0.0689971055866145	-1.4857945519055227e-4
-0.4008903755374618	-0.06078417275922759	-0.05977332797881359	-0.06957223421197814	-0.06957223421197814	-0.06957223421197814	-0.9156734067654132	-1.0743343253759188	-1.0669714667700332	-0.11014242307917611	-0.05644852545423853
-0.03653407105027772	-0.010967109958001191	-0.03653407105027772	-0.7706042705806341	-0.04949270973326927	-0.04949270973326927	0.018054342943393274	-0.039161372317811104	-0.577115942446901	-0.056882496004840716	-0.009044526384059868
0.882039659902945	0.882039659902945	0.882039659902945	-0.5148887140708077	-1.7301823975529773	-0.9457696047241593	-0.9669190830168987	-0.11886257921276977	-0.08461246967016972	-0.08446974500862466	-0.013773925320220828
-0.534302955291278	-0.004749438105275802	-0.009044526384059868	-0.028192625049304802	-0.00682400693661885	-0.00682400693661885	-0.020701239157503503	0.01685598693843508	0.014162114306219376	0.03248656672132626	0.0011890064690983774
0.007889466860510471	0.007889466860510471	0.007889466860510471	-0.03711819909234423	-0.03404971927113845	-0.03404971927113845	-0.0029696332239466418	-0.23391611093894976	-0.1199850334012742	-0.1474299980119431	0.045952499515304716
-0.6887922859281049	-0.4623532071101878	-0.09088257084978842	-0.6298474836084608	-0.16547383814311206	-0.16547383814311206	-0.013921550072749093	-0.17341053395501158	-0.14147140448844311	-0.20900165602908885	-0.024376796211886053
1.0461442095008544	1.0461442095008544	1.0461442095008544	0.004908904090677185	0.004908904090677185	0.004908904090677185	0.032034104560883236	-5.942560333010309e-4	-0.01022785975066624	-0.010819280412191629	0.017904512099882138
-0.009488353294330946	-0.009488353294330946	-0.009488353294330946	-0.42106656915275076	-0.04061956833860535	-0.04061956833860535	-1.0623345881342519	-0.01569224919324004	-0.040473794215822756	-0.04295058064311413	-0.0991185404946348
0.9441167141884435	0.9441167141884435	0.9441167141884435	-0.03930723740759469	-0.08903203085921736	-0.08903203085921736	-0.04498809683547539	-0.10929654651456208	-0.0666949958266418	-0.10633320665396048	-0.02496429449902664
0.10330078888989462	0.16231094637283947	0.10330078888989462	0.058433057167563335	0.058433057167563335	0.058433057167563335	0.11235217357135191	0.012368065562568838	0.044435327496107624	0.018803652962986892	0.0969243141873605
3.6338999404725185	0.9210882320641215	0.9617167992039195	-0.8937761420466476	0.7033940923726643	0.7033940923726643	0.0026761920314927823	-0.022613323699576804	-0.03580368321208405	-0.030537411635444326	0.8648911597836553
-0.04251371273092204	-0.04251371273092204	-0.04251371273092204	-0.04251371273092204	-0.2333865544288492	-0.2333865544288492	-0.19716499390245568	-0.35177130305829685	-0.15337085819208318	0.18818852832265232	0.6768774278768731
-0.09699172157332812	-0.09699172157332812	-0.09699172157332812	-0.10166780600615297	-0.10166780600615297	-0.10166780600615297	-0.1022338776455863	-0.10336555018807012	-0.11703726312809495	-0.14063855999066358	-0.09429457455435117
-0.024670565716595465	-0.024670565716595465	-0.024670565716595465	-0.7615332507337049	-0.15005721281965778	-0.15005721281965778	-0.4494851730546685	-0.03361100028440346	-0.04586071297171529	-0.6219574750725563	-0.044842625526508736
0.580800838490389	0.580800838490389	0.580800838490389	-0.010671440619263681	-0.010671440619263681	-0.010671440619263681	-1.0392317395016646	-0.005638785549805468	-0.1598441342751126	-0.07129666364039179	0.006249646021688003
1.3670585280733998	1.3670585280733998	1.3670585280733998	-0.04295058064311413	-0.04295058064311413	-0.04295058064311413	-0.8052768407209735	-0.2697135682521475	-1.0636079738365445	-0.11802033001337565	0.04382875308178755
1.0985276692244261	1.0985276692244261	1.0985276692244261	-1.0451104298950251	-1.0547381612800035	-1.0547381612800035	0.017305292569867313	5.944208189014633e-4	-0.03711819909234423	-0.035511457192158945	-0.035365328989821344
