name	group	x	y	z
HD	blue	1.246771183305505	-1.176915503738744	-0.03846473657435727
t_IgH	purple	-0.5730231336428167	2.0003397454313854	-0.04865044694009067
risk_1	orangered	-1.8336276646755565	0.8004715117654483	2.4522494216978976
risk_3	turquoise3	1.8393582462127083	-0.5772551496753384	-1.3619066323285869
