# Using amp_thresh=0.10, del_thresh=0.10
Sample	Low	High
MMRF_2339_1_BM	-0.100000	1.085000
MMRF_2341_1_BM	-1.031000	0.100000
MMRF_2344_1_BM	-1.018000	2.067000
MMRF_2352_1_BM	-1.037000	1.098000
MMRF_2353_1_BM	-0.850000	2.016000
MMRF_2362_1_BM	-0.926000	0.905000
MMRF_2364_1_BM	-0.100000	1.568000
MMRF_2365_1_BM	-0.674000	0.829000
MMRF_2366_1_BM	-0.630000	2.035000
MMRF_2367_1_BM	-0.233000	0.852000
MMRF_2368_1_BM	-0.100000	1.869000
MMRF_2373_1_BM	-1.103000	1.133000
MMRF_2377_1_BM	-1.053000	1.178000
MMRF_2378_1_BM	-1.071000	2.018000
MMRF_2379_1_BM	-1.081000	2.106000
MMRF_2380_1_BM	-1.055000	1.106000
MMRF_2383_1_BM	-0.206000	1.079000
MMRF_2384_1_BM	-0.785000	0.429000
MMRF_2386_1_BM	-0.796000	0.766000
MMRF_2388_1_BM	-1.017000	0.890000
MMRF_2394_1_BM	-0.985000	1.072000
MMRF_2397_1_BM	-0.305000	0.702000
MMRF_2399_1_BM	-0.441000	0.100000
MMRF_2400_1_BM	-1.024000	2.075000
MMRF_2401_1_BM	-1.012000	0.897000
MMRF_2404_1_BM	-1.026000	1.057000
MMRF_2407_1_BM	-1.041000	2.034000
MMRF_2409_1_BM	-0.820000	1.272000
MMRF_2410_1_BM	-1.049000	1.882000
MMRF_2411_1_BM	-1.082000	2.961000
MMRF_2412_1_BM	-1.089000	2.092000
MMRF_2413_1_BM	-0.769000	1.316000
MMRF_2419_1_BM	-1.026000	2.055000
MMRF_2422_1_BM	-1.128000	1.025000
MMRF_2425_1_BM	-0.869000	0.898000
MMRF_2426_1_BM	-1.109000	1.939000
MMRF_2427_1_BM	-0.756000	1.636000
MMRF_2428_1_BM	-0.748000	1.844000
MMRF_2429_1_BM	-1.095000	2.064000
MMRF_2433_1_BM	-0.100000	0.100000
MMRF_2436_1_BM	-1.114000	1.052000
MMRF_2437_1_BM	-1.041000	0.100000
MMRF_2438_1_BM	-1.076000	1.830000
MMRF_2440_1_BM	-1.030000	2.252000
MMRF_2442_1_BM	-0.730000	1.736000
MMRF_2444_1_BM	-0.898000	0.100000
MMRF_2445_1_BM	-1.053000	1.990000
MMRF_2446_1_BM	-0.849000	1.833000
MMRF_2449_1_BM	-1.080000	1.006000
MMRF_2452_1_BM	-0.242000	0.901000
MMRF_2453_1_BM	-0.930000	0.868000
MMRF_2455_1_BM	-1.118000	0.963000
MMRF_2456_1_BM	-0.853000	0.996000
MMRF_2457_1_BM	-1.039000	1.120000
MMRF_2458_1_BM	-0.201000	1.162000
MMRF_2459_1_BM	-1.040000	1.002000
MMRF_2461_1_BM	-0.443000	0.912000
MMRF_2464_1_BM	-0.846000	1.981000
MMRF_2465_1_BM	-0.328000	0.758000
MMRF_2468_1_BM	-0.835000	0.810000
MMRF_2469_1_BM	-0.316000	0.915000
MMRF_2471_1_BM	-1.143000	1.666000
MMRF_2472_1_BM	-1.023000	0.100000
MMRF_2473_1_BM	-1.114000	1.874000
MMRF_2475_1_BM	-0.917000	1.886000
MMRF_2476_1_BM	-1.103000	0.100000
MMRF_2477_1_BM	-1.097000	1.101000
MMRF_2478_1_BM	-0.100000	1.016000
MMRF_2480_1_BM	-0.206000	0.482000
MMRF_2485_1_BM	-0.100000	0.100000
MMRF_2486_1_BM	-0.222000	1.917000
MMRF_2488_1_BM	-0.687000	0.728000
MMRF_2489_1_BM	-1.022000	1.223000
MMRF_2490_1_BM	-0.100000	1.018000
MMRF_2493_1_BM	-0.224000	0.959000
MMRF_2497_1_BM	-1.129000	0.100000
MMRF_2498_1_BM	-0.204000	1.127000
MMRF_2499_1_BM	-0.247000	0.316000
MMRF_2501_1_BM	-1.088000	2.097000
MMRF_2503_1_BM	-1.050000	1.555000
MMRF_2504_1_BM	-1.059000	0.524000
MMRF_2505_1_BM	-1.109000	0.676000
MMRF_2506_1_BM	-1.196000	2.157000
MMRF_2507_1_BM	-1.040000	2.791000
MMRF_2511_1_BM	-0.203000	0.100000
MMRF_2514_1_BM	-1.020000	2.061000
MMRF_2515_1_BM	-0.993000	0.100000
MMRF_2516_1_BM	-1.070000	1.194000
MMRF_2517_1_BM	-0.100000	2.041000
MMRF_2518_1_BM	-0.149000	1.274000
MMRF_2519_1_BM	-0.761000	1.448000
MMRF_2522_1_BM	-1.040000	1.073000
MMRF_2523_1_BM	-0.909000	1.061000
MMRF_2524_1_BM	-1.029000	0.962000
MMRF_2525_1_BM	-1.104000	1.984000
MMRF_2526_1_BM	-0.970000	0.232000
MMRF_2531_1_BM	-1.080000	1.017000
MMRF_2532_1_BM	-1.059000	2.080000
MMRF_2535_1_BM	-0.100000	0.100000
MMRF_2538_1_BM	-1.126000	1.103000
MMRF_2539_1_BM	-0.100000	2.067000
MMRF_2541_1_BM	-0.969000	2.697000
MMRF_2543_1_BM	-0.634000	0.325000
MMRF_2545_1_BM	-0.893000	0.100000
MMRF_2546_1_BM	-1.048000	2.228000
MMRF_2548_1_BM	-1.118000	0.355000
MMRF_2549_1_BM	-0.386000	2.283000
MMRF_2550_1_BM	-0.270000	0.568000
MMRF_2554_1_BM	-0.773000	2.007000
MMRF_2557_1_BM	-0.278000	1.904000
MMRF_2559_1_BM	-1.121000	0.100000
MMRF_2560_1_BM	-0.100000	2.586000
MMRF_2562_1_BM	-1.110000	1.197000
MMRF_2563_1_BM	-1.059000	0.209000
MMRF_2564_1_BM	-1.143000	0.100000
MMRF_2566_1_BM	-0.268000	1.840000
MMRF_2567_1_BM	-1.071000	1.635000
MMRF_2568_1_BM	-0.859000	0.820000
MMRF_2570_1_BM	-1.009000	1.922000
MMRF_2572_1_BM	-0.100000	1.990000
MMRF_2574_1_BM	-1.119000	1.353000
MMRF_2577_1_BM	-0.100000	1.082000
MMRF_2579_1_BM	-1.058000	1.057000
MMRF_2580_1_BM	-0.795000	0.808000
MMRF_2581_1_BM	-1.005000	1.808000
MMRF_2583_1_BM	-1.121000	2.445000
MMRF_2584_1_BM	-0.100000	1.089000
MMRF_2587_1_BM	-0.100000	2.036000
MMRF_2590_1_BM	-1.019000	2.030000
MMRF_2592_1_BM	-0.100000	1.044000
MMRF_2593_1_BM	-0.805000	2.821000
MMRF_2595_1_BM	-1.144000	1.925000
MMRF_2596_1_BM	-1.090000	1.875000
MMRF_2597_1_BM	-1.042000	1.188000
MMRF_2598_1_BM	-1.115000	1.814000
MMRF_2599_1_BM	-0.100000	2.134000
MMRF_2601_1_BM	-0.993000	1.959000
MMRF_2602_1_BM	-0.793000	0.755000
MMRF_2604_1_BM	-1.111000	1.132000
MMRF_2605_1_BM	-1.095000	0.230000
MMRF_2606_1_BM	-0.100000	1.620000
MMRF_2608_1_BM	-1.044000	1.612000
MMRF_2609_1_BM	-0.100000	1.069000
MMRF_2613_1_BM	-0.745000	0.952000
MMRF_2614_1_BM	-0.245000	1.662000
MMRF_2621_1_BM	-1.068000	1.024000
MMRF_2622_1_BM	-0.217000	0.100000
MMRF_2624_1_BM	-0.100000	1.565000
MMRF_2628_1_BM	-0.691000	2.006000
MMRF_2630_1_BM	-0.986000	1.761000
MMRF_2631_1_BM	-1.009000	0.825000
MMRF_2634_1_BM	-1.085000	0.740000
MMRF_2635_1_BM	-0.508000	0.492000
MMRF_2636_1_BM	-1.107000	1.076000
MMRF_2637_1_BM	-1.077000	0.856000
MMRF_2638_1_BM	-0.100000	0.100000
MMRF_2639_1_BM	-0.391000	0.100000
MMRF_2640_1_BM	-1.061000	1.996000
MMRF_2641_1_BM	-0.100000	2.179000
MMRF_2642_1_BM	-0.912000	1.826000
MMRF_2643_1_BM	-1.033000	0.718000
MMRF_2646_1_BM	-0.739000	0.770000
MMRF_2647_1_BM	-1.064000	0.490000
MMRF_2650_1_BM	-1.014000	0.652000
MMRF_2651_1_BM	-1.077000	0.979000
MMRF_2652_1_BM	-1.100000	1.064000
MMRF_2654_1_BM	-0.808000	0.100000
MMRF_2655_1_BM	-1.168000	0.100000
MMRF_2659_1_BM	-0.901000	2.113000
MMRF_2660_1_BM	-0.860000	1.181000
MMRF_2664_1_BM	-0.987000	1.148000
MMRF_2665_1_BM	-0.100000	0.875000
MMRF_2666_1_BM	-0.976000	0.980000
MMRF_2667_1_BM	-1.068000	0.100000
MMRF_2669_1_BM	-0.806000	0.777000
MMRF_2670_1_BM	-0.324000	1.046000
MMRF_2671_1_BM	-1.018000	0.248000
MMRF_2675_1_BM	-0.405000	1.986000
MMRF_2676_1_BM	-1.051000	1.150000
MMRF_2677_1_BM	-1.043000	1.079000
MMRF_2678_1_BM	-0.950000	1.755000
MMRF_2679_1_BM	-0.977000	0.582000
MMRF_2680_1_BM	-0.370000	1.975000
MMRF_2681_1_BM	-1.051000	0.100000
MMRF_2682_1_BM	-0.994000	0.810000
MMRF_2685_1_BM	-0.803000	1.594000
MMRF_2688_1_BM	-0.641000	2.029000
MMRF_2689_1_BM	-1.052000	1.019000
MMRF_2690_1_BM	-0.818000	0.788000
MMRF_2691_1_BM	-0.505000	1.349000
MMRF_2692_1_BM	-0.361000	0.100000
MMRF_2694_1_BM	-1.048000	1.016000
MMRF_2695_1_BM	-1.035000	1.046000
MMRF_2696_1_BM	-1.021000	2.126000
MMRF_2698_1_BM	-0.862000	1.422000
MMRF_2699_1_BM	-0.227000	1.825000
MMRF_2700_1_BM	-0.955000	1.709000
MMRF_2701_1_BM	-0.952000	0.100000
MMRF_2702_1_BM	-0.100000	0.648000
MMRF_2703_1_BM	-0.220000	1.117000
MMRF_2704_1_BM	-1.004000	0.100000
MMRF_2705_1_BM	-0.947000	1.709000
MMRF_2706_1_BM	-1.112000	2.110000
MMRF_2707_1_BM	-0.255000	0.875000
MMRF_2708_1_BM	-1.041000	0.845000
MMRF_2709_1_BM	-0.886000	1.510000
MMRF_2714_1_BM	-0.304000	1.498000
MMRF_2715_1_BM	-1.017000	0.987000
MMRF_2716_1_BM	-0.253000	1.752000
MMRF_2718_1_BM	-0.233000	1.056000
MMRF_2719_1_BM	-1.036000	0.920000
MMRF_2721_1_BM	-0.100000	2.016000
MMRF_2722_1_BM	-1.087000	1.842000
MMRF_2723_1_BM	-1.029000	2.044000
MMRF_2727_1_BM	-0.289000	1.880000
MMRF_2728_1_BM	-0.115000	0.999000
MMRF_2729_1_BM	-0.266000	0.100000
MMRF_2730_1_BM	-0.736000	1.315000
MMRF_2731_1_BM	-0.950000	2.268000
MMRF_2732_1_BM	-1.026000	2.139000
MMRF_2733_1_BM	-0.100000	1.957000
MMRF_2734_1_BM	-0.365000	1.982000
MMRF_2737_1_BM	-0.220000	2.469000
MMRF_2738_1_BM	-0.253000	1.030000
MMRF_2739_1_BM	-1.112000	0.100000
MMRF_2740_1_BM	-0.998000	1.094000
MMRF_2742_1_BM	-0.368000	1.175000
MMRF_2743_1_BM	-0.983000	1.429000
MMRF_2745_1_BM	-1.014000	0.273000
MMRF_2746_1_BM	-1.022000	1.003000
MMRF_2750_1_BM	-0.217000	0.100000
MMRF_2751_1_BM	-1.130000	0.100000
MMRF_2752_1_BM	-0.100000	0.207000
MMRF_2753_1_BM	-1.086000	0.973000
MMRF_2754_1_BM	-0.237000	0.784000
MMRF_2755_1_BM	-0.242000	1.976000
MMRF_2756_1_BM	-0.930000	1.799000
MMRF_2757_1_BM	-1.138000	0.356000
MMRF_2758_1_BM	-0.100000	1.637000
MMRF_2760_1_BM	-1.027000	0.965000
MMRF_2761_1_BM	-1.018000	0.213000
MMRF_2762_1_BM	-1.003000	1.794000
MMRF_2763_1_BM	-0.640000	1.568000
MMRF_2764_1_BM	-1.125000	1.912000
MMRF_2765_1_BM	-0.882000	1.444000
MMRF_2767_1_BM	-0.997000	0.853000
MMRF_2768_1_BM	-0.835000	1.945000
MMRF_2769_1_BM	-0.100000	0.100000
MMRF_2770_1_BM	-1.015000	1.948000
MMRF_2772_1_BM	-0.100000	0.470000
MMRF_2774_1_BM	-1.016000	0.856000
MMRF_2775_1_BM	-0.219000	1.142000
MMRF_2776_1_BM	-0.977000	0.100000
MMRF_2778_1_BM	-0.514000	1.756000
MMRF_2779_1_BM	-0.330000	1.545000
MMRF_2781_1_BM	-1.023000	1.022000
MMRF_2782_1_BM	-0.100000	1.912000
MMRF_2787_1_BM	-1.047000	0.100000
MMRF_2788_1_BM	-0.962000	0.100000
MMRF_2789_1_BM	-1.051000	1.117000
MMRF_2792_1_BM	-0.239000	1.050000
MMRF_2793_1_BM	-0.758000	0.475000
MMRF_2794_1_BM	-0.267000	1.139000
MMRF_2795_1_BM	-0.263000	0.871000
MMRF_2799_1_BM	-0.999000	1.089000
MMRF_2801_1_BM	-0.882000	0.100000
MMRF_2805_1_BM	-0.764000	0.234000
MMRF_2807_1_BM	-0.975000	1.091000
MMRF_2808_1_BM	-0.100000	0.909000
MMRF_2813_1_BM	-1.175000	0.100000
MMRF_2814_1_BM	-1.056000	1.136000
MMRF_2815_1_BM	-0.912000	0.263000
MMRF_2816_1_BM	-1.157000	1.008000
MMRF_2817_1_BM	-1.043000	1.025000
MMRF_2818_1_BM	-0.100000	0.226000
MMRF_2819_1_BM	-0.100000	0.218000
MMRF_2820_1_BM	-0.960000	1.198000
MMRF_2821_1_BM	-1.028000	0.959000
MMRF_2822_1_BM	-0.930000	0.948000
MMRF_2823_1_BM	-1.054000	1.119000
MMRF_2826_1_BM	-0.959000	1.133000
MMRF_2827_1_BM	-0.983000	1.954000
MMRF_2828_1_BM	-1.050000	1.039000
MMRF_2829_1_BM	-1.049000	0.787000
MMRF_2830_1_BM	-0.311000	1.976000
MMRF_2831_1_BM	-0.228000	0.957000
MMRF_2832_1_BM	-0.100000	1.239000
MMRF_2833_1_BM	-0.809000	1.728000
MMRF_2834_1_BM	-0.954000	0.100000
MMRF_2835_1_BM	-0.772000	0.638000
MMRF_2836_1_BM	-0.820000	1.873000
MMRF_2838_1_BM	-1.068000	0.100000
MMRF_2839_1_BM	-1.071000	1.051000
MMRF_2840_1_BM	-1.071000	1.856000
MMRF_2847_1_BM	-0.841000	1.974000
MMRF_2848_1_BM	-0.673000	0.825000
MMRF_2851_1_BM	-0.825000	0.100000
MMRF_2853_1_BM	-1.025000	2.833000
