# Using amp_thresh=0.10, del_thresh=0.10
Sample	Low	High
X20170605_MG_MM_Cyto768_.CytoScanHD_Array.	-0.100000	4.204000
X20170605_MG_MM_Cyto769_.CytoScanHD_Array.	-1.600000	2.275000
X20161005_MG_MM_Cyto654_.CytoScanHD_Array.	-1.311000	1.402000
X20161005_MG_MM_Cyto655_.CytoScanHD_Array.	-1.282000	1.432000
X20161004_MG_MM_Cyto675_.CytoScanHD_Array.	-1.093000	1.258000
X20170605_MG_MM_Cyto770_.CytoScanHD_Array.	-1.441000	2.677000
MM_CytoscanHD_17042018_968_.CytoScanHD_Array.	-0.100000	1.541000
X20170717_MG_MM_Cyto795_.CytoScanHD_Array.	-1.142000	0.272000
X20160727_MG_MM_Cyto607_.CytoScanHD_Array.	-0.100000	1.231000
MM_cytoscanHD_11092017_879_.CytoScanHD_Array.	-0.100000	1.026000
X20161005_MG_MM_Cyto653_.CytoScanHD_Array.	-0.100000	0.100000
MM_CytoscanHD_26042018_976_.CytoScanHD_Array.	-1.114000	1.842000
X20170717_MG_MM_Cyto796_.CytoScanHD_Array.	-1.243000	2.460000
X20150708_MG_MM_Cyto484_.CytoScanHD_Array.	-1.282000	2.473000
MM_CytoscanHD_07052018_985_.CytoScanHD_Array.	-1.600000	1.473000
MM__CytoscanHD_24052018_1004_.CytoScanHD_Array.	-1.092000	1.151000
X20150708_MG_MM_Cyto488_.CytoScanHD_Array.	-0.100000	0.100000
MM_cytoscanHD_11162017_884_.CytoScanHD_Array.	-0.100000	1.459000
X20170717_MG_MM_Cyto797_.CytoScanHD_Array.	-0.100000	3.983000
X20170605_MG_MM_Cyto771_.CytoScanHD_Array.	-1.003000	2.212000
MM_CytoscanHD_07052018_987_.CytoScanHD_Array.	-0.324000	1.397000
X20150623_MART_MM_Cyto474_.CytoScanHD_Array.	-1.235000	1.272000
X20150708_MG_MM_Cyto495_.CytoScanHD_Array.	-1.238000	2.659000
X20140527_MART_MM_Cyto417_.CytoScanHD_Array.	-1.147000	1.241000
X20161004_MG_MM_Cyto677_.CytoScanHD_Array.	-1.127000	2.175000
X20170605_MG_MM_Cyto772_.CytoScanHD_Array.	-0.956000	1.799000
X20170717_MG_MM_Cyto799_.CytoScanHD_Array.	-1.365000	2.860000
X20150708_MG_MM_Cyto485_.CytoScanHD_Array.	-1.239000	1.341000
X20140616_MART_MM_Cyto427_.CytoScanHD_Array.	-1.198000	2.174000
X20151105_MART_MM_Cyto525_.CytoScanHD_Array.	-0.100000	2.104000
X20151105_MART_MM_Cyto526_.CytoScanHD_Array.	-0.309000	1.719000
X20150708_MG_MM_Cyto492_.CytoScanHD_Array.	-1.199000	0.100000
X20151105_MART_MM_Cyto521_.CytoScanHD_Array.	-1.230000	0.100000
X20151216_MART_MM_Cyto535_.CytoScanHD_Array.	-1.092000	1.232000
X20151105_MART_MM_Cyto527_.CytoScanHD_Array.	-1.600000	1.069000
X20151105_MART_MM_Cyto528_.CytoScanHD_Array.	-0.100000	0.100000
X20151105_MART_MM_Cyto523_.CytoScanHD_Array.	-0.100000	0.100000
X20160309_MG_MM_Cyto556_.CytoScanHD_Array.	-1.179000	1.269000
X20151105_MART_MM_Cyto529_.CytoScanHD_Array.	-1.168000	1.796000
X20151105_MART_MM_Cyto518_.CytoScanHD_Array.	-1.197000	1.349000
X20160309_MG_MM_Cyto557_.CytoScanHD_Array.	-1.591000	1.521000
X20150708_MG_MM_Cyto493_.CytoScanHD_Array.	-1.600000	1.320000
X20151105_MART_MM_Cyto520_.CytoScanHD_Array.	-1.179000	2.826000
X20151105_MART_MM_Cyto530_.CytoScanHD_Array.	-0.264000	2.448000
X20151105_MART_MM_Cyto522_.CytoScanHD_Array.	-1.172000	0.100000
X20170717_MG_MM_Cyto800_.CytoScanHD_Array.	-0.100000	1.236000
X20110517_MART_MM_SNP94_.GenomeWideSNP_6.	-0.961000	0.202000
X20110517_MART_MM_SNP95_.GenomeWideSNP_6.	-0.100000	2.016000
X20110714_MART_MM_SNP102_.GenomeWideSNP_6.	-0.100000	1.413000
X20110714_MART_MM_SNP103_.GenomeWideSNP_6.	-0.254000	3.818000
X20110920_MART_MM_SNP132_.GenomeWideSNP_6.	-1.195000	1.282000
X20110920_MART_MM_SNP134_.GenomeWideSNP_6.	-1.278000	1.409000
X20110920_MART_MM_SNP135_.GenomeWideSNP_6.	-0.100000	0.699000
X20120727_MART_MM_SNP199_.GenomeWideSNP_6.	-0.100000	0.100000
X20110920_MART_MM_SNP136_.GenomeWideSNP_6.	-0.100000	0.100000
X20120727_MART_MM_SNP201_.GenomeWideSNP_6.	-1.177000	2.261000
X20120510_MART_MM_SNP167_.GenomeWideSNP_6.	-0.100000	0.967000
X20120727_MART_MM_SNP202_.GenomeWideSNP_6.	-0.883000	2.727000
X20120727_MART_MM_SNP204_.GenomeWideSNP_6.	-1.230000	1.181000
X20120727_MART_MM_SNP203_.GenomeWideSNP_6.	-1.132000	1.925000
X20111212_MART_MM_SNP149_.GenomeWideSNP_6.	-1.075000	1.092000
X20120924_MART_MM_SNP206_.GenomeWideSNP_6.	-0.100000	1.197000
X20120924_MART_MM_SNP209_.GenomeWideSNP_6.	-1.225000	1.722000
X20120924_MART_MM_SNP212_.GenomeWideSNP_6.	-1.039000	1.092000
X20120924_MART_MM_SNP213_.GenomeWideSNP_6.	-1.182000	1.138000
X20120626_MART_MM_SNP197_.GenomeWideSNP_6.	-1.314000	1.405000
X20120924_MART_MM_SNP214_.GenomeWideSNP_6.	-1.297000	2.585000
X20121008_MART_MM_SNP215_.GenomeWideSNP_6.	-1.600000	6.100000
X20121008_MART_MM_SNP216_.GenomeWideSNP_6.	-1.209000	2.491000
X20120924_MART_MM_SNP211_.GenomeWideSNP_6.	-1.351000	3.016000
X20121008_MART_MM_SNP217_.GenomeWideSNP_6.	-0.100000	1.423000
X20120510_MART_MM_SNP169_.GenomeWideSNP_6.	-1.214000	1.308000
X20121203_MART_MM_SNP222_.GenomeWideSNP_6.	-1.215000	1.239000
X20121008_MART_MM_SNP218_.GenomeWideSNP_6.	-1.234000	2.344000
X20120510_MART_MM_SNP170_.GenomeWideSNP_6.	-0.100000	0.404000
X20121008_MART_MM_SNP219_.GenomeWideSNP_6.	-1.277000	0.886000
X20121203_MART_MM_SNP229_.GenomeWideSNP_6.	-0.100000	1.055000
X20121008_MART_MM_SNP220_.GenomeWideSNP_6.	-1.259000	1.341000
X20121203_MART_MM_SNP230_.GenomeWideSNP_6.	-1.600000	2.280000
X20121008_MART_MM_SNP221_.GenomeWideSNP_6.	-0.100000	2.105000
X20121203_MART_MM_SNP224_.GenomeWideSNP_6.	-1.082000	2.638000
X20121203_MART_MM_SNP225_.GenomeWideSNP_6.	-0.100000	1.038000
X20120521_MART_MM_SNP174_.GenomeWideSNP_6.	-0.100000	2.217000
X20121203_MART_MM_SNP226_.GenomeWideSNP_6.	-1.020000	1.649000
X20121203_MART_MM_SNP227_.GenomeWideSNP_6.	-1.217000	0.100000
X20120521_MART_MM_SNP177_.GenomeWideSNP_6.	-1.221000	1.255000
X20121203_MART_MM_SNP228_.GenomeWideSNP_6.	-0.100000	1.308000
X20120521_MART_MM_SNP176_.GenomeWideSNP_6.	-0.489000	3.416000
X20130527_MART_MM_SNP273_.GenomeWideSNP_6.	-1.088000	1.125000
X20121203_MART_MM_SNP223_.GenomeWideSNP_6.	-1.261000	1.420000
X20130625_MART_MM_SNP281_.GenomeWideSNP_6.	-1.243000	1.422000
X20121203_MART_MM_SNP231_.GenomeWideSNP_6.	-0.100000	2.699000
X20121203_MART_MM_SNP232_.GenomeWideSNP_6.	-0.236000	2.067000
X20120521_MART_MM_SNP175_.GenomeWideSNP_6.	-0.100000	2.548000
X20121203_MART_MM_SNP234_.GenomeWideSNP_6.	-1.314000	0.752000
X20130527_MART_MM_SNP275_.GenomeWideSNP_6.	-1.160000	2.504000
X20121203_MART_MM_SNP235_.GenomeWideSNP_6.	-1.160000	1.255000
X20120626_MART_MM_SNP193_.GenomeWideSNP_6.	-0.100000	1.008000
X20130527_MART_MM_SNP276_.GenomeWideSNP_6.	-1.306000	2.402000
X20130527_MART_MM_SNP277_.GenomeWideSNP_6.	-0.994000	2.231000
X20130527_MART_MM_SNP278_.GenomeWideSNP_6.	-1.279000	0.100000
X20121203_MART_MM_SNP236_.GenomeWideSNP_6.	-1.301000	0.100000
X20121203_MART_MM_SNP238_.GenomeWideSNP_6.	-1.185000	1.924000
X20121203_MART_MM_SNP237_.GenomeWideSNP_6.	-1.271000	0.380000
X20121203_MART_MM_SNP239_.GenomeWideSNP_6.	-1.338000	1.359000
X20130625_MART_MM_SNP282_.GenomeWideSNP_6.	-0.100000	0.100000
X20130625_MART_MM_SNP283_.GenomeWideSNP_6.	-1.244000	1.319000
X20121203_MART_MM_SNP240_.GenomeWideSNP_6.	-1.267000	1.827000
X20130625_MART_MM_SNP284_.GenomeWideSNP_6.	-1.191000	1.088000
X20121203_MART_MM_SNP243_.GenomeWideSNP_6.	-1.265000	0.100000
X20121203_MART_MM_SNP244_.GenomeWideSNP_6.	-1.254000	1.395000
X20130625_MART_MM_SNP285_.GenomeWideSNP_6.	-0.100000	2.516000
X20121203_MART_MM_SNP245_.GenomeWideSNP_6.	-1.571000	1.402000
X20130516_MART_MM_SNP268_.GenomeWideSNP_6.	-1.190000	1.286000
X20121203_MART_MM_SNP246_.GenomeWideSNP_6.	-1.126000	2.288000
X20130625_MART_MM_SNP286_.GenomeWideSNP_6.	-0.100000	3.991000
X20121203_MART_MM_SNP248_.GenomeWideSNP_6.	-1.304000	1.349000
X20121203_MART_MM_SNP249_.GenomeWideSNP_6.	-1.280000	1.316000
X20130717_MART_AL_SNP289_.GenomeWideSNP_6.	-0.365000	2.045000
X20130717_MART_AL_SNP290_.GenomeWideSNP_6.	-0.100000	0.100000
X20130527_MART_MM_SNP272_.GenomeWideSNP_6.	-0.224000	1.302000
X20090422_MM7_SNP6.0_.GenomeWideSNP_6.	-1.220000	1.340000
X20121203_MART_MM_SNP242_.GenomeWideSNP_6.	-1.297000	1.377000
X20090728_MART_MM_SNP32_.GenomeWideSNP_6.	-0.100000	2.587000
X20110920_MART_MM_SNP128_.GenomeWideSNP_6.	-0.100000	1.486000
X20110404_MART_MM_SNP84_.GenomeWideSNP_6.	-0.100000	0.100000
X20100331_MART_MM_SNP59_.GenomeWideSNP_6.	-1.297000	1.386000
X20090728_MART_MM_SNP24bis_.GenomeWideSNP_6.	-1.140000	0.689000
X20090728_MART_MM_SNP26_.GenomeWideSNP_6.	-0.100000	0.100000
X20100108_MART_MM_SNP44_.GenomeWideSNP_6.	-1.600000	1.727000
X20090520_MM10_SNP6.0_.GenomeWideSNP_6.	-1.272000	1.482000
X20100108_MART_MM_SNP51_.GenomeWideSNP_6.	-1.600000	1.261000
X20090728_MART_MM_SNP28_.GenomeWideSNP_6.	-1.176000	0.100000
X20100205_MART_MM_SNP39_.GenomeWideSNP_6._2	-1.178000	2.535000
X20090520_MM11_SNP6.0_.GenomeWideSNP_6.	-1.327000	0.100000
X20110905_MART_MM_SNP108_.GenomeWideSNP_6.	-1.234000	0.224000
X20110920_MART_MM_SNP122_.GenomeWideSNP_6.	-1.193000	1.285000
X20090422_MM8_SNP6.0_.GenomeWideSNP_6.	-1.243000	1.348000
X20111212_MART_MM_SNP165_.GenomeWideSNP_6.	-1.104000	2.089000
X20111212_MART_MM_SNP166_.GenomeWideSNP_6.	-0.203000	0.100000
X20110920_MART_MM_SNP131_.GenomeWideSNP_6.	-1.219000	2.058000
X20100108_MART_MM_SNP52_.GenomeWideSNP_6.	-1.298000	1.428000
X20100331_MART_MM_SNP65_.GenomeWideSNP_6.	-1.269000	1.517000
X20090728_MART_MM_SNP27_.GenomeWideSNP_6.	-0.205000	1.340000
X20090728_MART_MM_SNP30_.GenomeWideSNP_6.	-1.587000	0.100000
X20111212_MART_MM_SNP161_.GenomeWideSNP_6.	-1.536000	1.068000
X20090604_MM17_SNP6.0_.GenomeWideSNP_6.	-1.144000	0.100000
X20090604_MM18_SNP6.0_.GenomeWideSNP_6.	-1.294000	2.524000
X20100210_MART_MM_SNP54_.GenomeWideSNP_6.	-0.256000	1.125000
X20111212_MART_MM_SNP162_.GenomeWideSNP_6.	-1.069000	1.194000
X20100205_MART_MM_SNP34_.GenomeWideSNP_6.	-1.258000	1.197000
X20100205_MART_MM_SNP35_.GenomeWideSNP_6.	-1.221000	3.015000
X20111212_MART_MM_SNP163_.GenomeWideSNP_6.	-1.139000	1.160000
X20100331_MART_MM_SNP61_.GenomeWideSNP_6.	-1.377000	1.367000
X20110920_MART_MM_SNP119_.GenomeWideSNP_6.	-1.223000	1.299000
X20110920_MART_MM_SNP123_.GenomeWideSNP_6.	-0.343000	2.804000
X20100108_MART_MM_SNP47_.GenomeWideSNP_6.	-0.100000	1.274000
X20090728_MART_MM_SNP33_.GenomeWideSNP_6.	-0.100000	0.100000
X20110920_MART_MM_SNP124_.GenomeWideSNP_6.	-0.100000	1.132000
X20110920_MART_MM_SNP125_.GenomeWideSNP_6.	-0.286000	4.175000
X20100210_MART_MM_SNP57_.GenomeWideSNP_6.	-0.100000	2.269000
X20090728_MART_MM_SNP23bis_.GenomeWideSNP_6.	-1.190000	1.267000
X20090520_MM13_SNP6.0_.GenomeWideSNP_6.	-1.184000	1.325000
X20100108_MART_MM_SNP45_.GenomeWideSNP_6.	-1.235000	2.313000
X20110920_MART_MM_SNP126_.GenomeWideSNP_6.	-0.100000	2.289000
X20090728_MART_MM_SNP20bis_.GenomeWideSNP_6.	-0.341000	1.229000
X20100205_MART_MM_SNP40_.GenomeWideSNP_6._2	-1.264000	0.100000
X20100210_MART_MM_SNP55_.GenomeWideSNP_6.	-1.231000	1.250000
X20090520_MM14_SNP6.0_.GenomeWideSNP_6.	-1.600000	0.100000
X20100210_MART_MM_SNP58_.GenomeWideSNP_6.	-1.195000	1.335000
X20100108_MART_MM_SNP42_.GenomeWideSNP_6.	-0.450000	1.150000
X20090728_MART_MM_SNP31_.GenomeWideSNP_6.	-0.801000	3.638000
X20100205_MART_MM_SNP41_.GenomeWideSNP_6._2	-1.266000	1.443000
X20110920_MART_MM_SNP127_.GenomeWideSNP_6.	-1.163000	2.376000
X20090121_MM03_SNP6.0_.GenomeWideSNP_6.	-1.134000	1.496000
X20100205_MART_MM_SNP37_.GenomeWideSNP_6.	-1.165000	0.372000
X20110714_MART_MM_SNP101_.GenomeWideSNP_6.	-1.178000	1.249000
