Alteration	Amp 1q	Amp 2p	Amp 3p	Amp 3q	Amp 4p	Amp 4q	Amp 5p	Amp 5q	Amp 6p	Amp 6q	Amp 7p	Amp 7q	Amp 8q	Amp 9p	Amp 9q	Amp 11p	Amp 11q	Amp 15q	Amp 17p	Amp 17q	Amp 18p	Amp 18q	Amp 19p	Amp 19q	Amp 20q	Amp 21q	Del 1p	Del 4p	Del 6q	Del 8p	Del 8q	Del 10p	Del 12p	Del 12q	Del 13q	Del 14q	Del 16p	Del 16q	Del 17p	Del 18p	Del 18q	Del 20p	Del 20q	Del 22q	t 4 14	t 11 14	t others	t IgH	HyperDiploidy
Del 8q	-0.011775675399822706	-0.03455939394269022	-0.1253265862077658	-0.14181223599256498	-0.0066168333514159535	-0.015132532275132043	-0.09873853487588215	-0.10805574216916367	0.00817967128039982	-0.04820790739399048	-0.019817954451152458	-0.0650479995452762	-0.05364380354460095	-0.11216134251763635	-0.11709035504792696	-0.07783887650235824	-0.1269767554716082	-0.08115428916993597	-0.05412010940283694	-0.04933495102150637	-0.047029208842215585	-0.04938687640539704	-0.10849615574209273	-0.1531766455936297	-0.03685001866047412	-0.08573397591764767	0.1579422035627276	0.17633223426078995	0.049610130277850994	0.4229002282935329	1	0.18452147512420658	0.1042618043642143	0.26452485813042903	0.21376806835781406	0.28876165928287645	0.16983611101788496	0.09122269004452542	0.20678964146946777	0.1959756153229751	0.22014302076797607	0.1784257569696035	0.1893623848305112	0.12292313119209941	-0.06547759654780948	-0.11351042061094381	0.14374754863547679	-0.0762853010825247	-0.08583784451494363
Del 10p	-0.02303303058911084	-0.01441376923723029	-0.0892107713444225	-0.07617243617423523	-0.04511103394579704	-0.045123161957824995	-0.11800732875773146	-0.13891963185681586	-0.02356098026376846	-0.04448871110673084	-0.08563862661924357	-0.08921124673151579	-0.035609922025944866	-0.1407093656200732	-0.11928334599815922	-0.041923661041168764	-0.08270147429813489	-0.07037994680057254	-0.05213256947897508	-0.05812226794729784	-0.017127400772902087	-0.010978577937607398	-0.06603353952056198	-0.10060941970505041	-0.020530083404851192	-0.039686202714260974	0.28864997419906596	0.24565640312973175	0.142637024187493	0.16876378023408747	0.18452147512420658	1	0.19059719453318827	0.19236999100735971	0.09003961280033929	0.15075665628194895	0.235036549265054	0.13499872441052232	0.18326773888124598	0.16980055321511342	0.14001190350169032	0.22188191015226777	0.23785917394004452	0.08954051158056985	0.04838251049744039	-0.03369281131729435	-0.052629543289651116	-0.025885428857111845	-0.03176658221219896
Del 12p	-0.04730095028991191	-0.006918177723658624	-0.08672086325351769	-0.09939387016634532	-0.002741849261832157	-0.011948934244319753	-0.09817206695012122	-0.10843107668479576	-0.06343752744368497	-0.04127397289909483	-0.0765144275884236	-0.021181109371457098	0.020258197501944703	-0.13598870291781814	-0.1384915677014855	-0.09087099458721164	-0.1166254331482729	-0.08818443285469056	-0.04948453905701615	-0.061681520161602596	-0.020485350124421552	-0.013477102126004257	-0.051526117346992854	-0.07319737989185472	-0.04460607849410721	0.01925965540434871	0.12314541850310279	0.09700590567155432	0.1940661077694323	0.14139337892226297	0.1042618043642143	0.19059719453318827	1	0.3095169662491848	0.14121263097546985	0.1659544027964565	0.04218557135947476	3.2467484417809435e-4	0.17880145930760602	0.07117093701149313	0.051025292254464914	0.15719798483881797	0.17212326389575064	0.20387660864654022	0.19218868293283112	-0.11305302324437783	-0.05352053681435229	0.04527759135363234	-0.07508475129920757
Del 12q	0.03279929955203799	-0.02277490486142979	-0.0884291210220467	-0.08682756318989093	-0.03840383651567268	-0.016828543525591374	-0.1043267159327734	-0.10767626941064828	-0.03203837000271634	-0.04906460177877245	-0.08888420858680804	-0.05866672973201051	-0.03542811994207551	-0.13166464533026526	-0.1319947761390315	-0.07997343368302462	-0.10114234098672982	-0.09034389678046276	-0.054752232240489536	-0.061692686922458426	-0.04364739528071697	-0.04605035252498334	-0.09644011159355101	-0.08605545736156239	-0.025883434283182367	-0.042316221679402743	0.3256298293191021	0.16260698761057127	0.19503370306982812	0.21527998410905755	0.26452485813042903	0.19236999100735971	0.3095169662491848	1	0.11997327002163297	0.2066100948400428	0.1785322973933299	0.14022134043231008	0.2425228970079837	0.0715233231613532	0.090021926341478	0.059505275376209046	0.16309842561411955	0.1104529969145757	-0.033676365925684695	-0.11171114411685201	0.1673124242560394	-0.03552121978937506	-0.057061788783154786
Del 13q	0.32162447370530395	-0.005245290882207687	-0.24592158152689422	-0.2442688077827632	-0.013863659329262845	0.012626296460858794	-0.23966022623875152	-0.250251066781843	-0.0260428506276004	-0.07771164875093349	-0.14528682431362738	-0.12160720334578927	-0.018981371596507177	-0.24056143247243952	-0.22356568678154393	-0.3313510929652416	-0.3776235595695235	-0.23941012617584795	-0.12324113226099057	-0.12706246369394691	0.026136767123206322	0.037768769773934015	-0.2960012578545242	-0.3394663912808121	-0.08055090005204499	-0.11735483911185474	0.16612232428099685	0.032183315547658735	0.07118979950341417	0.16771428337206862	0.21376806835781406	0.09003961280033929	0.14121263097546985	0.11997327002163297	1	0.3436869068699297	0.11700927556354092	0.22218903172053253	0.19287079330138446	0.17219223144512222	0.13575145735300087	0.19548503487932278	0.15390663835895846	0.32798478574877193	0.24909436595902165	-0.10281740443798851	0.23320464258986812	0.2448118736402319	-0.20425100167533525
Del 14q	0.01374213619856824	-0.04273426789294523	-0.13994767558636637	-0.14247654473563817	-0.003458789025806426	-0.014793213335143999	-0.2347722594948676	-0.24568721253220088	-0.03011667231358039	-0.0544088089045018	-0.1733137122117598	-0.17954550609920947	-0.05345669291315405	-0.2456551461923796	-0.22266647677756296	-0.1849276343589804	-0.21457630245978543	-0.26627848641241103	-0.10529032150341286	-0.11709266424868876	-0.07013907121136373	-0.07215598150233617	-0.22338000287317394	-0.25747220199532467	-0.05739442681144853	-0.1419440738856912	0.21384903913434652	0.1684446482986221	0.13771073302532585	0.11404048410694995	0.28876165928287645	0.15075665628194895	0.1659544027964565	0.2066100948400428	0.3436869068699297	1	0.190530242317299	0.07396682702807715	0.1965331626328117	0.07872231395445176	0.061344237231206473	0.17360799984069925	0.20109786891916637	0.13527878711469415	0.14215936584586744	-0.08387902992172944	0.05878797054710682	0.08798526956891538	-0.20392983626404254
Del 16p	0.08620547511423894	-0.03202125668849658	-0.113377359718722	-0.10999318682336491	-0.06045442475059935	-0.03309454833572867	-0.07608054713822268	-0.0918796177561505	-0.06544214537354266	-0.06068385888875618	-0.07732398749905631	-0.07498008338638233	-0.03393356888578412	-0.09558112480198583	-0.08502907950455475	-0.043076749762630664	-0.0886760790624275	-0.04679150352308743	-0.04056738582003037	-0.003172341939052778	-0.03551599949711277	-0.038538658359112875	-0.07943667969326977	-0.0952413617875465	-0.04251128645331101	-0.041897149727502726	0.2555361241133583	0.24519686158847512	0.010311670311468561	0.08212523441907221	0.16983611101788496	0.235036549265054	0.04218557135947476	0.1785322973933299	0.11700927556354092	0.190530242317299	1	0.42611114496342184	0.19554634391557002	0.13634092151300325	0.18093632865204928	0.180831940572938	0.2878706370021104	0.16026654734350196	-0.09062415027104008	-0.095133822230567	-0.004657149879273044	-0.15837949885469035	-0.0023640650550998546
Del 16q	0.09570883991429185	0.014684536345562257	-0.10157290367932258	-0.07864459128214407	-0.07286334778750268	-0.0822872583719152	0.060046926025774	0.021943224296601234	-0.06323016389992356	-0.07399456361689062	0.10699278053851771	0.13375954218854155	-0.021652447275953293	0.061571555492550355	0.09997566874015132	0.021674004175335212	-0.03125592453540514	0.01987500877989209	0.03394427718252786	0.06870212196737717	0.0865765736584293	0.0953933927236117	0.043698913028190324	-0.0037707725748856325	-0.0396779887512546	0.07381181111951626	0.2942179377340281	0.17756946346951213	0.07578937256778316	0.15732522909529686	0.09122269004452542	0.13499872441052232	3.2467484417809435e-4	0.14022134043231008	0.22218903172053253	0.07396682702807715	0.42611114496342184	1	0.20427083176321081	0.0034561867848102936	0.06590936349151771	0.11166143249574574	0.17109092254608582	0.1257231216134886	-0.1909663149730601	-0.12566589339280654	0.10049340961219841	-0.22575984991376308	0.08376705565615472
Del 17p	-0.03032186491730958	-0.017172993132116416	-0.1403411098928227	-0.11551260767593076	-0.039603187982351705	-0.03731817267506524	-0.09365323255978479	-0.12377227977973589	-0.024412019910649112	-0.05354976055911045	-0.07665063015072539	-0.056232506917077506	-0.04112953967273218	-0.1433982921526155	-0.13140632204504457	-0.09100696455196497	-0.12067651524275298	-0.08645151909435195	-0.08640428689422336	-0.09422513104694429	-0.03484028538864097	-0.034829716890005455	-0.107296166338795	-0.13827334269618444	-0.008484977918890147	-0.01807357300968616	0.15937479213632202	0.16438841795376072	0.20042178180782266	0.22638735779553473	0.20678964146946777	0.18326773888124598	0.17880145930760602	0.2425228970079837	0.19287079330138446	0.1965331626328117	0.19554634391557002	0.20427083176321081	1	0.1782828908930866	0.1638674787772051	0.22539672529013005	0.2216343665254531	0.12552315739510583	-0.02676605475580331	-0.004719518007394492	0.11856742100530587	0.026603129086002934	-0.06269012681281906
Del 18p	0.08820316178635045	0.07875648193554359	-0.0218455812658459	-0.0428269132294574	-0.02260456365917026	-0.027645798340566692	-0.04934687324954956	-0.05744148723439755	-0.034610263611097265	0.03405169842890748	-0.03804528019419131	-0.051973486358620674	1.0489337869576559e-5	-0.02170917394535961	-0.010791997184102054	-0.04235767631778239	-0.05775810075561021	-0.002553775186258412	-0.02175565995447154	-0.03354843817007377	-0.09185812509916387	-0.08492615308681532	-0.05218614683124709	-0.048205808108907705	0.04862624767405808	-0.008496056696170928	0.13642977468923637	0.17648990226755182	-0.03063056084176972	0.21871965158597165	0.1959756153229751	0.16980055321511342	0.07117093701149313	0.0715233231613532	0.17219223144512222	0.07872231395445176	0.13634092151300325	0.0034561867848102936	0.1782828908930866	1	0.7783294598066506	0.10353527805183918	0.16226086515181373	0.08368432187218866	0.07572974375919513	-0.12036492484089592	0.006535502267153448	-0.031110696482011622	-0.05344801266159001
Del 18q	0.05273237576246956	0.1067701142831606	-0.04159529346455838	-0.05887492428263017	-0.052502018098450315	-0.05316727660556927	0.031802725819694	0.02172008363054081	-0.01497593414958948	0.04973480102872256	-0.028020033997990777	-0.03391262723942298	-0.03383349712974504	0.005643137836806846	0.0029070576770917527	-0.007741166097086868	-0.016288191187883133	0.045115423660577206	-0.004442540347039026	-0.015243788387735449	-0.07751992639659035	-0.07910628444163312	-0.011603710503541333	-0.02555911885657648	0.07002483200183421	-0.030224820876976928	0.10457070898244904	0.21639412241180211	-0.03674510396200458	0.17764555191357467	0.22014302076797607	0.14001190350169032	0.051025292254464914	0.090021926341478	0.13575145735300087	0.061344237231206473	0.18093632865204928	0.06590936349151771	0.1638674787772051	0.7783294598066506	1	0.10122706877810816	0.1617091355311642	0.05556502919234717	0.051137720649032554	-0.1033860833280601	-0.06354603015497859	-0.08750980223947474	-0.01119165784989186
Del 20p	0.11051077463061483	0.018677186639126923	-0.10936222805595076	-0.11966143633042084	-0.07702371373267812	-0.08064549437613658	-0.09302826874936954	-0.11640534010339385	-0.03603354077421112	-0.03562498709007662	-0.008457165781171467	-0.029853272978410225	0.03435151737792535	-0.06087352151932337	-0.09287568236326818	-0.11561349955829159	-0.16838416627027283	-0.08183311848807871	-0.04449586637435471	-0.010254875153120652	-0.01587192262261672	-0.012846758680547913	-0.09632760027759282	-0.14831375403338184	-0.057878232354377133	-0.05005943104962856	0.041492968771557864	0.0902518749049552	-0.005376102620061392	0.200429620326813	0.1784257569696035	0.22188191015226777	0.15719798483881797	0.059505275376209046	0.19548503487932278	0.17360799984069925	0.180831940572938	0.11166143249574574	0.22539672529013005	0.10353527805183918	0.10122706877810816	1	0.4836374571455138	0.20076435553919147	0.13478700141097266	-0.11896893509370168	0.025436421501513144	0.016549860495967902	-0.04192210198106687
Del 20q	0.010130413510933346	-0.03590975605171417	-0.0836860451886464	-0.08453712860048858	-0.05135520849509411	-0.055468831462997956	-0.07926906246308743	-0.07347310083462552	-0.022330869427014125	-0.05448871743830438	-0.004788427118316431	-0.010473589470486593	-0.046799876162626104	-0.12359942303218216	-0.11057945871154506	-0.04092785454785089	-0.08947971572102535	-0.04979902545945299	-0.04455381395670199	-0.040236306794773094	-0.00569752415548872	0.0020266064707569883	-0.06552104660571566	-0.07147614132940354	-0.042646860561039855	-0.0416203444430978	0.09931268802650765	0.12742663084052722	0.035180526315679764	0.08896106935314264	0.1893623848305112	0.23785917394004452	0.17212326389575064	0.16309842561411955	0.15390663835895846	0.20109786891916637	0.2878706370021104	0.17109092254608582	0.2216343665254531	0.16226086515181373	0.1617091355311642	0.4836374571455138	1	0.18958242201887215	0.022200257645537572	-0.10390967082847888	0.13112615648055984	-0.001600192780392917	-0.0518027954217188
Del 22q	0.12397575445800627	-0.009972683350801205	-0.18512191793592578	-0.1693262179449201	-0.08160694432050865	-0.07389045565738772	-0.13543037793618953	-0.15540424557736698	-0.06689909957077692	-0.07415729704010714	-0.11845227017203207	-0.08795477779269323	0.011976373392434346	-0.1826149688822933	-0.16261689930586395	-0.1345052213573841	-0.17903453566464025	-0.1717978711242056	-0.007295319877698041	-0.02216372480232581	0.008446773596571084	0.016332021245277755	-0.13397091231973096	-0.18951344149052685	-0.05998903175804669	-0.08144574816001847	0.17540241652697347	0.10960834720387348	-0.002487296136513897	0.15272740462671924	0.12292313119209941	0.08954051158056985	0.20387660864654022	0.1104529969145757	0.32798478574877193	0.13527878711469415	0.16026654734350196	0.1257231216134886	0.12552315739510583	0.08368432187218866	0.05556502919234717	0.20076435553919147	0.18958242201887215	1	0.16533563609992988	-0.11994799441779114	0.07033918622399968	0.0733563067843167	-0.0803163040483585
t 4 14	0.21629378340143016	-0.0330025514686908	-0.016485835952851097	-0.02248791905845882	0.06141059439817374	0.08067488159721499	-0.2962551846924604	-0.2917251890080655	0.04085524454309095	0.06810558836516314	-0.20567589102790473	-0.1725706071580111	0.06769904520478023	-0.22248841503921576	-0.23842452427753402	-0.11185019475832064	-0.18298448097029096	-0.17210272508141428	-0.060462156968304606	-0.08093671083801655	-0.13280598633473978	-0.1335100763657829	-0.177517695979172	-0.17403829604130713	-0.03668780090781618	-0.14148746798067144	-0.028276533413129325	-0.04967517250728486	0.0749095716513185	0.04633445898936261	-0.06547759654780948	0.04838251049744039	0.19218868293283112	-0.033676365925684695	0.24909436595902165	0.14215936584586744	-0.09062415027104008	-0.1909663149730601	-0.02676605475580331	0.07572974375919513	0.051137720649032554	0.13478700141097266	0.022200257645537572	0.16533563609992988	1	-0.25758481024548113	-0.15297923854069184	0.5350711119676818	-0.14740598254279952
t 11 14	-0.14011947629741317	-0.11122798013949116	-0.30426626940242363	-0.3303246430179392	-0.10025666782414512	-0.11431539524960509	-0.36417423619929695	-0.3503591609306932	-0.1500615760225809	-0.08396734563455775	-0.27682814075679074	-0.290781297898117	-0.08434188185148132	-0.3600307197627131	-0.34196000104304686	-0.25861443029636094	-0.09801450598724654	-0.3906951112926986	-0.10837561982019717	-0.1101169174616149	-0.12581548753922747	-0.13065246922777615	-0.36206176302987636	-0.36296325527288575	-0.07143370094835232	-0.19739416160305656	-0.15115888004550385	-0.0796722715159156	-0.10727898240106461	-0.21074624255751478	-0.11351042061094381	-0.03369281131729435	-0.11305302324437783	-0.11171114411685201	-0.10281740443798851	-0.08387902992172944	-0.095133822230567	-0.12566589339280654	-0.004719518007394492	-0.12036492484089592	-0.1033860833280601	-0.11896893509370168	-0.10390967082847888	-0.11994799441779114	-0.25758481024548113	1	-0.1436651261626325	0.5006003844622029	-0.37512330155886536
t others	0.14952401712804578	-0.06704466726332267	-0.11003109095153732	-0.10055336813666052	0.003251362160327094	0.025221975554062248	-0.1890531131152852	-0.19334556922016335	-0.04357868597776877	-0.07620926349310185	-0.11883819469782908	-0.11464400860740315	-0.06485520340680376	-0.1757905292415243	-0.1479137626398129	-0.21304388932674512	-0.22759159344799548	-0.22026609545789644	-0.004598363003127318	-0.02025667872612327	-0.04157792726090934	-0.0453132125612952	-0.18873902654295238	-0.19100654510205836	-0.054504688201735214	-0.042739895477031234	0.06404056523792265	-0.06412790471999041	0.09268955105710829	0.022291183810429365	0.14374754863547679	-0.052629543289651116	-0.05352053681435229	0.1673124242560394	0.23320464258986812	0.05878797054710682	-0.004657149879273044	0.10049340961219841	0.11856742100530587	0.006535502267153448	-0.06354603015497859	0.025436421501513144	0.13112615648055984	0.07033918622399968	-0.15297923854069184	-0.1436651261626325	1	0.29460423942841213	-0.1368345171192126
t IgH	0.13583110095398376	-0.1627296754654432	-0.30349850282542035	-0.3303043014012347	-0.029517144278289085	-0.015511517576540705	-0.6468080536084944	-0.6347759253099348	-0.10449983321390403	-0.03667200850424282	-0.4701427769496272	-0.45093329122883996	-0.05617624496706277	-0.5694600708719526	-0.5525921586006203	-0.4094983200847493	-0.35910343422361896	-0.5776510638183647	-0.14652350807771078	-0.17745527756944948	-0.2509471573561629	-0.2580198038520709	-0.5320559733284065	-0.5351748291981121	-0.12960823136458915	-0.3195996047470802	-0.11546365009962559	-0.14902061728463573	0.019727772689852822	-0.1341956617660422	-0.0762853010825247	-0.025885428857111845	0.04527759135363234	-0.03552121978937506	0.2448118736402319	0.08798526956891538	-0.15837949885469035	-0.22575984991376308	0.026603129086002934	-0.031110696482011622	-0.08750980223947474	0.016549860495967902	-0.001600192780392917	0.0733563067843167	0.5350711119676818	0.5006003844622029	0.29460423942841213	1	-0.5008536974914362
HyperDiploidy	-0.10878666471103354	0.13639509471913977	0.600956526534534	0.6254250646576076	0.19280674062699218	0.17853653268762992	0.6836116383373819	0.668994949486225	0.2140347708221172	0.18589449208278844	0.5419745605054774	0.5538447052486243	0.10573046073470455	0.7768000540721088	0.7525713621810359	0.6033759696664798	0.5638022656712647	0.742146650212522	0.22249760836175927	0.23161766618248752	0.2574856038823358	0.2483115657603957	0.781160230699267	0.736795045395978	0.1728991925624298	0.4445932097847991	-0.02501477928191803	0.03143890223835232	-0.05159006548782142	0.04519247665777451	-0.08583784451494363	-0.03176658221219896	-0.07508475129920757	-0.057061788783154786	-0.20425100167533525	-0.20392983626404254	-0.0023640650550998546	0.08376705565615472	-0.06269012681281906	-0.05344801266159001	-0.01119165784989186	-0.04192210198106687	-0.0518027954217188	-0.0803163040483585	-0.14740598254279952	-0.37512330155886536	-0.1368345171192126	-0.5008536974914362	1
