Alteration	Amp 1p	Amp 1q	Amp 2p	Amp 2q	Amp 3p	Amp 3q	Amp 4p	Amp 4q	Amp 5p	Amp 5q	Amp 6p	Amp 6q	Amp 7p	Amp 7q	Amp 8q	Amp 9p	Amp 9q	Amp 11p	Amp 11q	Amp 15q	Amp 17p	Amp 17q	Amp 18p	Amp 18q	Amp 19p	Amp 19q	Amp 21q	Del 1p	Del 4p	Del 6q	Del 8p	Del 12p	Del 12q	Del 13q	Del 14q	Del 16p	Del 16q	Del 17p	Del 18p	Del 20p	Del 22q	t 4 14	t 11 14	t others	t IgH	HyperDiploidy
Del 8p	0.017511972171446545	0.07683261713056858	0.05679768042645374	0.02852553443566816	0.026956339801108346	0.06000837681711526	-0.017785062011125025	-0.029757765073117216	0.012362429523043963	0.006858713288311935	-0.008070048123896655	-0.056503541672318885	0.09277643782323867	0.07203393353598554	0.027967469886027038	0.021308351893551507	0.013718774748293703	0.03446407465477046	-0.033969172189972384	0.07430965155246662	-0.04173195580267274	-0.024681914647047363	0.04264600957428983	0.06528301870087902	0.023271156864956254	-0.012818986324346658	0.0964481111743163	0.10589326874579955	0.1312042177079625	0.15220901111581628	1	0.11674613673933376	0.14285931845466437	0.17788871157759453	0.129616430511859	0.11128202846500683	0.13735014348754693	0.18915531654417989	0.13570931574673806	0.20280223329453081	0.13522482094264032	0.04234773167125656	-0.18058713014829866	0.06655959099373493	-0.0850187643709771	0.055181344489204774
Del 12p	-0.02979142872079218	-0.026523075089532718	0.004995491158526198	-0.042993761435346584	-0.08634220057497077	-0.09451612471732687	-0.04005730132506173	-0.04282108046108706	-0.13502477375691854	-0.14558215700527363	-0.054927322827741404	-0.013540578689886087	-0.046813756224646334	-0.048659542939479376	-0.038034002137543904	-0.13017074982654311	-0.14378518277749525	-0.07820095694898709	-0.0773754455337946	-0.11691407543464925	-0.04599605022677408	-0.029760814593880153	-0.030038414718126943	-0.02693965890171845	-0.12119288316917244	-0.12905728278421416	-0.06993810187788123	0.11061933549776023	0.16605595383099583	0.15692093357917064	0.11674613673933376	1	0.5024364758131704	0.20085537461498598	0.1628027063920574	0.21914091368312844	0.09219531475945739	0.24013019098921412	0.09071307846087813	0.24280739591921977	0.206633942131997	0.23967228159168383	-0.09060543017486171	0.03468697703098277	0.10968632345726959	-0.16017252043933997
Del 12q	-0.05437187032941289	-0.043185121528173456	-1.2274064321730335e-4	-0.028070715494873718	-0.10544824068687553	-0.11163595690047082	-0.0647706557720906	-0.06822453208101595	-0.11164497498647923	-0.12075265529247595	-0.05957166664269183	-0.051582898336845845	-0.08872888596168584	-0.10163072449984632	-0.022071850083953952	-0.13042339248336446	-0.12953471503531838	-0.09302543507220876	-0.09544894084055199	-0.13808199690140857	-0.01960940131170867	-0.003399608167481968	-0.04719051306760437	-0.04846807917055555	-0.13807489829131486	-0.12065774915792232	-0.1216384424420606	0.23289664889691872	0.30965953957685227	0.16797860367349615	0.14285931845466437	0.5024364758131704	1	0.17687956376615485	0.23512126060064792	0.24205657364984576	0.15707235338200104	0.24711194053295943	0.1349554211978276	0.23133807449713453	0.1660674903735563	0.023241209677607174	-0.09133589822750648	0.14406637448021165	0.01645549440109335	-0.1395287969055872
Del 13q	0.051566935907860725	0.255766964043041	-0.06842230582172508	-0.1321165632799736	-0.22708249853116047	-0.22613162467652656	-0.037535169171693354	-0.029030412726518868	-0.24196734423271324	-0.26068918743505204	-0.09030036932733534	-0.09052163623615274	-0.12770301738693116	-0.1304930551956715	0.028429171879859216	-0.2737088394661976	-0.26222158670238027	-0.30332454199992	-0.33402919739078185	-0.234177673747948	-0.12485665931053432	-0.10588220999339491	-0.007971885237069338	0.015513434343736556	-0.2662549113250894	-0.27509579546243906	-0.18110630553003268	0.08554256674619906	0.16624905831295406	0.11452731928385912	0.17788871157759453	0.20085537461498598	0.17687956376615485	1	0.34063982322782943	0.19218246659576446	0.1995563229507595	0.1438478211895046	0.08348681558318294	0.1423348599976494	0.29528222676315236	0.37166345225521913	-0.17432448982307325	0.1377855527903157	0.18154963983958763	-0.24728789138353452
Del 14q	-0.048013745668752474	0.003977380072629916	-0.045694283758876436	-0.046319105485594377	-0.16722699007465022	-0.17819385090121512	-0.07835900841207812	-0.07423383889642736	-0.2717175406602952	-0.2637573540283833	-0.1244034144412771	-0.13326774269360733	-0.22579779274547152	-0.23191386474769057	-0.09641022864886291	-0.26673887373393296	-0.24430359591918974	-0.22621111535273566	-0.2324269788479167	-0.26318730107882365	-0.08592036137529878	-0.09181437974727664	-0.10374907973160452	-0.08114330104882303	-0.2741189248254961	-0.2566756433821395	-0.16573561799720007	0.1613759315765665	0.21078292108564298	0.09950272102288125	0.129616430511859	0.1628027063920574	0.23512126060064792	0.34063982322782943	1	0.1726923576457468	0.1585309498238244	0.1845121742104895	0.05304439305572283	0.15667793689271023	0.13987078556594154	0.19761579715859082	-0.10754707842187683	-0.0025782780689406534	0.04785152345262271	-0.278960699558086
Del 16p	0.022874947562837495	-0.036895610314336656	-0.004928057991025835	0.006793599009771314	-0.1077641146783712	-0.12627268941819356	-0.06604285513764553	-0.0683666722936432	-0.0838563956555313	-0.09437466073534316	-0.05005213500963114	-0.03547408477994691	-0.04698537408673229	-0.06210450487548026	0.03277311514005315	-0.06267459282725302	-0.0560051365300116	-0.045017980352697023	-0.03697174376416535	-0.11323732516900747	-0.03857657884756414	-0.024920596334920823	-0.012091528930601836	-0.011873813876070283	-0.12504929734459663	-0.10243989719474979	-0.03107627483160267	0.2968659463053068	0.3073541341340385	0.07022112349247088	0.11128202846500683	0.21914091368312844	0.24205657364984576	0.19218246659576446	0.1726923576457468	1	0.44534255125966904	0.15489500751306462	0.07644413805506921	0.20096991967456815	0.3110970016677371	-0.09982691479333901	-0.04989513518763291	0.12070237998060274	-0.046272516536042266	-0.11432019280613737
Del 16q	-0.0367202880849203	0.09906106125179605	0.06601887612359499	0.016172441584576043	-0.10525509155944154	-0.07743048886975748	-0.005640092066288225	-0.021185046395806355	-0.03799478361266593	-0.050214495786476396	-0.008837606308121828	-0.04009167361206621	0.011423014173400498	0.008490404571837792	0.0975188082930364	-0.04738262779327872	-0.03372813794293966	0.01664508586565137	0.008963078959171568	-0.07330789888144214	0.0357687372647628	0.06071310053750222	0.027803971566399847	0.013685786510264199	-0.05015384215668068	-0.03436900635821933	-0.04156556193777027	0.275724734837598	0.22685301847192538	0.05470811575373094	0.13735014348754693	0.09219531475945739	0.15707235338200104	0.1995563229507595	0.1585309498238244	0.44534255125966904	1	0.15482793493384103	0.04147583891880538	0.12761419708829855	0.21600366677301	-0.14433136153328527	-0.08275766926173182	0.08108131102142269	-0.12375958842246462	-0.05706880632941795
Del 17p	-0.02700550607938384	-0.09744898307121072	0.010647339046584202	0.011602574501927244	-0.04118748426184813	-0.033908514921052395	-0.016283285901526227	-0.007863091585864616	-0.05462250863779457	-0.06710018515816552	-0.05293119412987763	-0.033444442385199925	-0.061995559623525556	-0.08226102287170378	0.03292257798302692	-0.06544668566517951	-0.07633712506018808	0.024794418775306352	0.029221212802219496	-0.021063811956510026	-0.11029086200779768	-0.09912030040146215	0.0024833526976379616	-0.01627675515307273	-0.062040733434349626	-0.08990731245879695	0.03565959973656387	0.20300406957696587	0.2042119116429206	0.16746905044964286	0.18915531654417989	0.24013019098921412	0.24711194053295943	0.1438478211895046	0.1845121742104895	0.15489500751306462	0.15482793493384103	1	0.12092101119808323	0.1469628877563842	0.1517768023655212	0.03250204835392511	-0.028624034218677895	-0.043073746451087455	-0.02239797678842971	-0.047043949675151846
Del 18p	0.049603939730161306	0.008191852003965107	0.0018973265604357822	0.004453852830762403	0.0017129776418191914	0.01013713797796341	-0.04993041313065765	-0.04849838507567879	-0.018837861083129487	-0.01247659602694553	0.018009715994622106	0.05364093278003258	-0.024180488732563003	-0.02747391916070827	0.055952205599122715	-0.0260139706781693	-0.017697952573559005	0.022707203940826665	-0.024559174457809595	-0.008485868739248534	0.027066515047131156	0.012801290723027391	-0.09456730792913057	-0.0862251330244569	-0.02294813715017139	-0.022946982411293285	0.03528610076634333	0.1303776614987911	0.15848939716799773	0.01150848109501875	0.13570931574673806	0.09071307846087813	0.1349554211978276	0.08348681558318294	0.05304439305572283	0.07644413805506921	0.04147583891880538	0.12092101119808323	1	0.11360029571436629	0.11186092268516454	0.17971869756227968	-0.10037881063904948	-0.030579972866004508	0.026379346708942996	-0.040808804620783144
Del 20p	-0.03650170204405298	-0.01552158328741661	-0.040858037424950665	-0.03787896374482333	-0.10107420208000338	-0.09355345252464647	-3.7873987144074097e-4	-0.00273976900328168	-0.09931717431881712	-0.12036847758972177	-0.05613972317779775	-0.07182715031856697	0.004340282917474448	0.01001837505450203	0.021578082960552126	-0.08420629145391713	-0.08213052892945755	-0.07663707022679281	-0.09998819964976097	-0.07849066663799253	0.037777518802105545	0.016538485523721714	-0.004131955689345744	0.040631574637354534	-0.06529501080053808	-0.06664737090306108	-0.026059964039663503	0.11951894439196756	0.16137220519706144	0.1332896652892403	0.20280223329453081	0.24280739591921977	0.23133807449713453	0.1423348599976494	0.15667793689271023	0.20096991967456815	0.12761419708829855	0.1469628877563842	0.11360029571436629	1	0.21986066789962716	0.028936541811847495	-0.09690548980600142	0.09233100046544114	-0.010741633001043435	-0.06115431666733891
Del 22q	-0.03336809830831535	-0.0554090977578942	-0.0700021898337605	-0.0610056656402103	-0.09615016831239172	-0.086442747888015245	-0.03998576907563918	-0.05951350302025252	-0.09437098804279687	-0.09037860502055424	-0.05688582877938145	-0.032439442613462495	-0.08309327726480616	-0.08314518940325272	-0.03296540766271158	-0.14759120357726122	-0.16059413488566116	-0.05637592398726725	-0.07929667298870587	-0.059247376819967695	-0.009261823084741161	-0.03799885088687912	-0.04230337141669256	-0.04464949447102427	-0.14832204390848316	-0.1309593197095133	-0.0373443393777578	0.13913843552347144	0.1864174137686874	0.032989353978488706	0.13522482094264032	0.206633942131997	0.1660674903735563	0.29528222676315236	0.13987078556594154	0.3110970016677371	0.21600366677301	0.1517768023655212	0.11186092268516454	0.21986066789962716	1	0.16356181055583793	-0.13020759084565314	0.06767527118148522	0.0338694392617677	-0.11581503859869662
t 4 14	0.07144476093994848	0.1383318557620742	-0.05287758646653835	-0.08363488332613223	-0.10625006950804551	-0.11820059659370012	-0.055451114272032004	-0.05971694370233016	-0.302176616472238	-0.30679817805121473	-0.07839233984481125	-0.02791763208043242	-0.2115533884582407	-0.20913668311955885	0.014286024730636485	-0.3080322611908859	-0.3395463680144009	-0.24560661151947463	-0.29129703935032825	-0.22757106030952284	-0.08957341293994862	-0.10221675578515817	-0.14442755355804898	-0.14148033639657057	-0.2576781342033604	-0.25729675144936276	-0.17800124443898474	-0.07674817594433231	-0.05704360276495582	0.0020157704029678696	0.04234773167125656	0.23967228159168383	0.023241209677607174	0.37166345225521913	0.19761579715859082	-0.09982691479333901	-0.14433136153328527	0.03250204835392511	0.17971869756227968	0.028936541811847495	0.16356181055583793	1	-0.19481258303987184	-0.09179829580240519	0.47542338737200757	-0.2539948802336604
t 11 14	-0.06625176753734527	-0.16878897731465534	-0.14728451218015454	-0.11827134156910098	-0.3844521176956759	-0.3966044697829806	-0.0722895618686657	-0.08489044193096694	-0.41643974398567196	-0.41470451205936587	-0.20182036406654733	-0.16869098896523732	-0.3191129047507576	-0.3342974128570266	-0.039058304676852736	-0.4409656454924834	-0.447013375800935	-0.28977278973990117	-0.13690747912073153	-0.45518134786978964	-0.11875534554426188	-0.1271624886485069	-0.09889498205993666	-0.10434169135507097	-0.47289759044066554	-0.44782237770107486	-0.22799411128024374	-0.07300094717557296	-0.08699960067207092	-0.03945985456274421	-0.18058713014829866	-0.09060543017486171	-0.09133589822750648	-0.17432448982307325	-0.10754707842187683	-0.04989513518763291	-0.08275766926173182	-0.028624034218677895	-0.10037881063904948	-0.09690548980600142	-0.13020759084565314	-0.19481258303987184	1	-0.13667614235865977	0.6146497675999969	-0.4861509134544426
t others	0.07792472331352764	0.09705117003950542	-0.042469909554009914	-0.02307861209396891	-0.12064335932749876	-0.13243409562354078	-0.04945529847346106	-0.036209823720625284	-0.20227677015029755	-0.1954066326128607	-0.06347929016571617	-0.0822387298911464	-0.08927405581406518	-0.0932467100932245	-0.023950981098804836	-0.1515082410039012	-0.13585101321433785	-0.141460051762153	-0.1512616047073228	-0.21266354418072336	-0.001876050954669907	-0.003723688417994004	-0.055375627803607594	-0.04236996500462146	-0.15835612973364155	-0.1349365919950551	-0.04872734817545448	-0.061588332300661866	-0.02136142809414775	0.05281017669798903	0.06655959099373493	0.03468697703098277	0.14406637448021165	0.1377855527903157	-0.0025782780689406534	0.12070237998060274	0.08108131102142269	-0.043073746451087455	-0.030579972866004508	0.09233100046544114	0.06767527118148522	-0.09179829580240519	-0.13667614235865977	1	0.33354639397083324	-0.15733525669043946
t IgH	0.03602578977142956	0.003430506975991853	-0.1781574545952701	-0.16568159333842503	-0.44823090241079006	-0.4723371045228972	-0.12224802844382875	-0.12859101593182298	-0.6513305885268893	-0.6495983198388835	-0.2507303858419122	-0.1989252253808895	-0.45127854414224206	-0.46406605354616076	-0.033832617872680056	-0.6487797121616738	-0.6672040952867271	-0.47764010576536997	-0.38886421992956827	-0.6367733006211408	-0.15913530551223237	-0.17560866992494267	-0.20809415806037998	-0.20376793894255574	-0.6436358613438048	-0.6110218600644256	-0.3329782161372215	-0.14372416178239478	-0.12084552403096491	-0.0026308871989705676	-0.0850187643709771	0.10968632345726959	0.01645549440109335	0.18154963983958763	0.04785152345262271	-0.046272516536042266	-0.12375958842246462	-0.02239797678842971	0.026379346708942996	-0.010741633001043435	0.0338694392617677	0.47542338737200757	0.6146497675999969	0.33354639397083324	1	-0.6512126167885326
HyperDiploidy	-0.02018068137243259	-0.026262487350700015	0.20470353100498206	0.1912467486962643	0.6204249344225438	0.6477917472952659	0.1936111201677943	0.2083022619757694	0.7042049146079541	0.6971617392596519	0.31234600533002205	0.27391782960652866	0.5593303830907191	0.5662853748676779	0.10158587078816876	0.8032256467058213	0.8110979914040127	0.5688674851480631	0.5136078561283991	0.7758594928079037	0.23532268058666117	0.2450173876778896	0.24870929221093271	0.252486085700814	0.833163825363577	0.7866718604652566	0.41668276502186896	-0.042619055930103324	-0.13807694294290546	-0.05866116635909584	0.055181344489204774	-0.16017252043933997	-0.1395287969055872	-0.24728789138353452	-0.278960699558086	-0.11432019280613737	-0.05706880632941795	-0.047043949675151846	-0.040808804620783144	-0.06115431666733891	-0.11581503859869662	-0.2539948802336604	-0.4861509134544426	-0.15733525669043946	-0.6512126167885326	1
